country,harvest_group,crop_year,crop_year_beg,crop_year_end,production_1k_bags,production_kg,production_lb
Trinidad & Tobago,October,2009/10,2009,2010,11.4069,684414.0,1508874.5871108458
Uganda,October,2009/10,2009,2010,2893.876,173632560.0,382794269.66572744
Venezuela,October,2009/10,2009,2010,1213.7061,72822366.0,160545835.4602403
Viet Nam,October,2009/10,2009,2010,17825.3453,1069520718.0,2357889569.4400544
Yemen,October,2009/10,2009,2010,135.1816,8110896.0,17881464.805072676
Angola,April,2010/11,2010,2011,34.97,2098200.0,4625739.18516567
Bolivia (Plurinational State of),April,2010/11,2010,2011,117.2249,7033494.000000001,15506199.983046247
Brazil,April,2010/11,2010,2011,55428.4102,3325704611.9999995,7331923621.206076
Burundi,April,2010/11,2010,2011,352.9776,21178656.0,46690944.117979236
Ecuador,April,2010/11,2010,2011,853.9798,51238787.99999999,112962191.14097631
Indonesia,April,2010/11,2010,2011,9128.5118,547710708.0,1207495417.0862799
Madagascar,April,2010/11,2010,2011,529.7233,31783398.000000004,70070398.23006205
Malawi,April,2010/11,2010,2011,16.9285,1015710.0,2239257.2432392635
Papua New Guinea,April,2010/11,2010,2011,866.5184,51991104.0,114620764.01335603
Paraguay,April,2010/11,2010,2011,20.1967,1211802.0,2671566.1024030736
Peru,April,2010/11,2010,2011,4068.823,244129380.0,538213153.8062149
Rwanda,April,2010/11,2010,2011,322.9191,19375146.000000004,42714885.17324655
Timor-Leste,April,2010/11,2010,2011,60.1017,3606102.0000000005,7950094.04589853
Zimbabwe,April,2010/11,2010,2011,10.0859,605154.0,1334136.1981030148
Congo,July,2010/11,2010,2011,3.0,180000.0,396832.071933
Cuba,July,2010/11,2010,2011,108.497,6509820.0,14351696.436171567
Dominican Republic,July,2010/11,2010,2011,378.1562,22689372.0,50021502.78676998
Haiti,July,2010/11,2010,2011,349.5281,20971686.0,46234653.37393494
Philippines,July,2010/11,2010,2011,189.0533,11343198.000000002,25007470.91492368
Tanzania,July,2010/11,2010,2011,845.9077,50754462.0,111894435.08502619
Zambia,July,2010/11,2010,2011,13.1783,790698.0,1743190.6978515512
Cameroon,October,2010/11,2010,2011,527.1347,31628081.999999996,69727985.06292678
Central African Republic,October,2010/11,2010,2011,78.462,4707720.0,10378746.009335682
Colombia,October,2010/11,2010,2011,8522.6594,511359564.0,1127354862.6937528
Costa Rica,October,2010/11,2010,2011,1613.6996,96821975.99999999,213455918.58181775
Côte d'Ivoire,October,2010/11,2010,2011,836.724,50203440.0,110679639.51868917
Democratic Republic of Congo,October,2010/11,2010,2011,305.1575,18309450.0,40365427.663631484
El Salvador,October,2010/11,2010,2011,1873.269,112396140.0,247791072.85261965
Equatorial Guinea,October,2010/11,2010,2011,0.0,0.0,0.0
Ethiopia,October,2010/11,2010,2011,5560.3848,333623088.0,735513006.9762533
Gabon,October,2010/11,2010,2011,1.8323,109938.0,242371.8018009453
Ghana,October,2010/11,2010,2011,69.4979,4169873.9999999995,9192998.550664145
Guatemala,October,2010/11,2010,2011,3949.9335,236996010.0,522486764.93418884
Guinea,October,2010/11,2010,2011,386.4609,23187653.999999996,51120026.55603063
Guyana,October,2010/11,2010,2011,9.1433,548598.0,1209451.5611016664
Honduras,October,2010/11,2010,2011,4330.6854,259841124.00000003,572851620.0573311
India,October,2010/11,2010,2011,5599.9734,335998403.99999994,740749682.3638954
Jamaica,October,2010/11,2010,2011,20.5548,1233288.0,2718934.6240561428
Kenya,October,2010/11,2010,2011,640.8736,38452416.0,84773066.1783869
Lao People's Democratic Republic,October,2010/11,2010,2011,544.3616,32661696.0,72006713.86958766
Liberia,October,2010/11,2010,2011,10.4386,626315.9999999999,1380790.4220266044
Mexico,October,2010/11,2010,2011,4001.4319,240085914.0,529298837.19193363
Nepal,October,2010/11,2010,2011,3.0825,184950.0,407744.9539111575
Nicaragua,October,2010/11,2010,2011,1637.8216,98269296.0,216646712.99487373
Nigeria,October,2010/11,2010,2011,42.0553,2523318.0,5562963.944921298
Panama,October,2010/11,2010,2011,113.8499,6830994.000000001,15059763.90212162
Sierra Leone,October,2010/11,2010,2011,32.9146,1974876.0,4353856.304948641
Sri Lanka,October,2010/11,2010,2011,37.0877,2225262.0,4905862.944743175
Thailand,October,2010/11,2010,2011,828.1734,49690404.0,109548588.74726573
Togo,October,2010/11,2010,2011,160.2912,9617472.0,21202896.336208962
Trinidad & Tobago,October,2010/11,2010,2011,10.3587,621522.0,1370221.4611774557
Uganda,October,2010/11,2010,2011,3267.232,196033920.0,432180814.68193316
Venezuela,October,2010/11,2010,2011,1202.1338,72128028.0,159015082.1982302
Viet Nam,October,2010/11,2010,2011,19999.9999,1199999994.0,2645547132.9922643
Yemen,October,2010/11,2010,2011,161.1675,9670050.0,21318810.984420594
Angola,April,2011/12,2011,2012,28.715,1722900.0,3798344.315185365
Bolivia (Plurinational State of),April,2011/12,2011,2012,131.8354,7910124.0,17438838.312038608
Brazil,April,2011/12,2011,2012,48591.8289,2915509734.0,6427598713.800276
Burundi,April,2011/12,2011,2012,204.1328,12247968.000000002,27002147.324494906
Ecuador,April,2011/12,2011,2012,825.4144,49524864.0,109183635.51844467
Indonesia,April,2011/12,2011,2012,6888.9233,413335398.00000006,911248568.8421733
Madagascar,April,2011/12,2011,2012,584.8528,35091168.0,77362782.79993883
Malawi,April,2011/12,2011,2012,25.8264,1549583.9999999998,3416247.9408568097
Papua New Guinea,April,2011/12,2011,2012,1413.8545,84831270.0,187020936.88226524
Paraguay,April,2011/12,2011,2012,20.0195,1201170.0,2648126.5546875647
Peru,April,2011/12,2011,2012,5372.5296,322351776.0,710664017.563124
Rwanda,April,2011/12,2011,2012,251.071,15064260.0,33211008.37743008
Timor-Leste,April,2011/12,2011,2012,47.3531,2841186.0,6263742.928483514
Zimbabwe,April,2011/12,2011,2012,8.8564,531384.0000000001,1171501.1872891407
Congo,July,2011/12,2011,2012,3.0,180000.0,396832.071933
Cuba,July,2011/12,2011,2012,100.158,6009480.0,13248635.553555138
Dominican Republic,July,2011/12,2011,2012,490.5415,29432490.0,64887533.271373905
Haiti,July,2011/12,2011,2012,349.1949,20951694.0,46190578.558478914
Philippines,July,2011/12,2011,2012,179.6611,10779666.0,23765095.5195873
Tanzania,July,2011/12,2011,2012,641.0391,38462346.0,84794958.08102186
Zambia,July,2011/12,2011,2012,11.1889,671334.0,1480038.123217048
Cameroon,October,2011/12,2011,2012,669.3245,40159470.0,88536476.04350641
Central African Republic,October,2011/12,2011,2012,91.325,5479500.0,12080229.656427074
Colombia,October,2011/12,2011,2012,7653.3336,459200016.0,1012362743.227482
Costa Rica,October,2011/12,2011,2012,1830.8955,109853730.0,242186018.252602
Côte d'Ivoire,October,2011/12,2011,2012,2216.3419,132980514.0,293171849.42964065
Democratic Republic of Congo,October,2011/12,2011,2012,356.5382,21392292.0,47161930.87642078
El Salvador,October,2011/12,2011,2012,1163.7647,69825882.0,153939719.04782873
Equatorial Guinea,October,2011/12,2011,2012,0.0,0.0,0.0
Ethiopia,October,2011/12,2011,2012,5650.4099,339024593.99999994,747421289.2959117
Gabon,October,2011/12,2011,2012,0.782,46920.0,103440.893417202
Ghana,October,2011/12,2011,2012,30.0625,1803750.0,3976588.0541619374
Guatemala,October,2011/12,2011,2012,3850.3876,231023256.0,509319096.35104376
Guinea,October,2011/12,2011,2012,385.5106,23130636.000000004,50994323.38337801
Guyana,October,2011/12,2011,2012,10.1884,611304.0,1347694.6272273925
Honduras,October,2011/12,2011,2012,5882.1354,352928124.0,778073326.0574819
India,October,2011/12,2011,2012,5333.5414,320012484.0,705506761.5008112
Jamaica,October,2011/12,2011,2012,24.0073,1440438.0,3175622.2001723703
Kenya,October,2011/12,2011,2012,757.3153,45438917.99999999,100175666.53518714
Lao People's Democratic Republic,October,2011/12,2011,2012,514.0001,30840006.0,67990574.88558973
Liberia,October,2011/12,2011,2012,10.2354,614124.0,1353911.6630210094
Mexico,October,2011/12,2011,2012,4561.0578,273663468.0,603324672.3267236
Nepal,October,2011/12,2011,2012,2.0111,120666.0,266022.9932881521
Nicaragua,October,2011/12,2011,2012,2193.421,131605260.0,290139933.35045093
Nigeria,October,2011/12,2011,2012,46.8796,2812776.0000000005,6201109.599796757
Panama,October,2011/12,2011,2012,105.6314,6337884.0,13972642.441061165
Sierra Leone,October,2011/12,2011,2012,78.2979,4697874.0,10357039.295000946
Sri Lanka,October,2011/12,2011,2012,35.6993,2141958.0,4722209.061852583
Thailand,October,2011/12,2011,2012,831.2755,49876530.0,109958926.33738019
Togo,October,2011/12,2011,2012,160.047,9602820.0,21170594.205553617
Trinidad & Tobago,October,2011/12,2011,2012,11.1577,669462.0,1475911.0696689447
Uganda,October,2011/12,2011,2012,3115.063,186903780.0,412052301.4972756
Venezuela,October,2011/12,2011,2012,902.0717,54124302.0,119323660.5810412
Viet Nam,October,2011/12,2011,2012,26499.6111,1589976665.9999998,3505298526.0772414
Yemen,October,2011/12,2011,2012,185.0677,11104062.0,24480266.279624954
Angola,April,2012/13,2012,2013,32.79,1967400.0,4337374.54622769
Bolivia (Plurinational State of),April,2012/13,2012,2013,105.2812,6316872.0,13926318.910530854
Brazil,April,2012/13,2012,2013,55418.0012,3325080071.9999995,7330546746.193826
Burundi,April,2012/13,2012,2013,405.9615,24357690.0,53699514.39000953
Ecuador,April,2012/13,2012,2013,828.1024,49686144.0,109539197.05489665
Indonesia,April,2012/13,2012,2013,13070.0386,784202316.0,1728870165.9607623
Madagascar,April,2012/13,2012,2013,499.7094,29982564.0,66100238.85546543
Malawi,April,2012/13,2012,2013,22.8262,1369572.0,3019389.413452348
Papua New Guinea,April,2012/13,2012,2013,716.488,42989280.0,94775139.18504377
Paraguay,April,2012/13,2012,2013,20.0065,1200390.0,2646406.9490425214
Peru,April,2012/13,2012,2013,4450.0478,267002868.00000006,588640562.8916296
Rwanda,April,2012/13,2012,2013,258.5591,15513546.0,34201514.45671058
Timor-Leste,April,2012/13,2012,2013,60.7483,3644898.0,8035624.585135821
Zimbabwe,April,2012/13,2012,2013,7.3208,439248.0,968376.0774023688
Congo,July,2012/13,2012,2013,3.0,180000.0,396832.071933
Cuba,July,2012/13,2012,2013,88.142,5288520.0,11659190.828106161
Dominican Republic,July,2012/13,2012,2013,488.4307,29305842.0,64608322.22556185
Haiti,July,2012/13,2012,2013,349.7319,20983914.0,46261611.49935492
Philippines,July,2012/13,2012,2013,177.4616,10647696.0,23474151.472181756
Tanzania,July,2012/13,2012,2013,1151.1215,69067290.0,152267309.96387428
Zambia,July,2012/13,2012,2013,5.3695,322170.0,710263.2700814145
Cameroon,October,2012/13,2012,2013,371.0197,22261182.0,49077505.426320024
Central African Republic,October,2012/13,2012,2013,22.89,1373400.0,3027828.70884879
Colombia,October,2012/13,2012,2013,9926.9445,595616670.0,1313109984.6329663
Costa Rica,October,2012/13,2012,2013,1822.6906,109361435.99999999,241100695.76360095
Côte d'Ivoire,October,2012/13,2012,2013,1993.8367,119630202.0,263739449.5856851
Democratic Republic of Congo,October,2012/13,2012,2013,334.0453,20042718.0,44186629.50616019
El Salvador,October,2012/13,2012,2013,1239.5852,74375112.0,163969054.4178274
Equatorial Guinea,October,2012/13,2012,2013,0.0,0.0,0.0
Ethiopia,October,2012/13,2012,2013,6132.0066,367920396.0,811125628.0616102
Gabon,October,2012/13,2012,2013,0.751,45060.0,99340.295340561
Ghana,October,2012/13,2012,2013,20.8836,1253016.0000000002,2762427.4191400004
Guatemala,October,2012/13,2012,2013,3762.9331,225775986.0,497750846.2060889
Guinea,October,2012/13,2012,2013,233.5545,14013270.0,30893972.048091948
Guyana,October,2012/13,2012,2013,9.7383,584298.0000000001,1288156.5887017115
Honduras,October,2012/13,2012,2013,4685.9958,281159748.0,619851140.7944453
India,October,2012/13,2012,2013,5403.4408,324206448.00000006,714752869.4104358
Jamaica,October,2012/13,2012,2013,23.7159,1422954.0,3137076.578251945
Kenya,October,2012/13,2012,2013,875.4455,52526730.0,115801617.20980705
Lao People's Democratic Republic,October,2012/13,2012,2013,540.5023,32430138.000000004,71496215.86451733
Liberia,October,2012/13,2012,2013,10.1213,607278.0,1338818.8165518243
Mexico,October,2012/13,2012,2013,4326.9422,259616532.0,572356479.4534445
Nepal,October,2012/13,2012,2013,1.2073,72438.0,159698.4534815703
Nicaragua,October,2012/13,2012,2013,1873.4749,112408494.0,247818308.76049
Nigeria,October,2012/13,2012,2013,40.7637,2445822.0,5392114.510218411
Panama,October,2012/13,2012,2013,115.5198,6931188.0,15280653.861095257
Sierra Leone,October,2012/13,2012,2013,61.1833,3670998.0,8093165.235566107
Sri Lanka,October,2012/13,2012,2013,35.2484,2114903.9999999995,4662565.201441051
Thailand,October,2012/13,2012,2013,608.0946,36485676.0,80437146.68308961
Togo,October,2012/13,2012,2013,84.0589,5043534.0,11119089.150469618
Trinidad & Tobago,October,2012/13,2012,2013,12.2272,733632.0,1617381.7033130592
Uganda,October,2012/13,2012,2013,3913.502,234810120.0,517667702.39131314
Venezuela,October,2012/13,2012,2013,952.4201,57145206.00000001,125983613.87787837
Viet Nam,October,2012/13,2012,2013,23402.1057,1404126342.0,3095568697.50869
Yemen,October,2012/13,2012,2013,187.5251,11251506.0,24805324.657481007
Angola,April,2013/14,2013,2014,34.935,2096100.0,4621109.477659785
Bolivia (Plurinational State of),April,2013/14,2013,2014,119.9122,7194732.0,15861668.925348094
Brazil,April,2013/14,2013,2014,54688.9664,3281337984.0,7234111949.462073
Burundi,April,2013/14,2013,2014,163.2177,9793062.0,21590006.022379603
Ecuador,April,2013/14,2013,2014,665.545,39932700.0,88036533.7715495
Indonesia,April,2013/14,2013,2014,12900.9493,774056958.0,1706503480.2071953
Madagascar,April,2013/14,2013,2014,584.4758,35068548.0,77312914.23623258
Malawi,April,2013/14,2013,2014,27.7944,1667663.9999999998,3676569.780044858
Papua New Guinea,April,2013/14,2013,2014,835.3594,50121564.0,110499133.83690257
Paraguay,April,2013/14,2013,2014,20.0319,1201914.0,2649766.793918221
Peru,April,2013/14,2013,2014,4106.2383,246374298.0,543162350.8132132
Rwanda,April,2013/14,2013,2014,257.7282,15463692.0,34091605.20052087
Timor-Leste,April,2013/14,2013,2014,80.2182,4813092.0,10611051.50424526
Zimbabwe,April,2013/14,2013,2014,8.6415,518490.0,1143074.7832030065
Congo,July,2013/14,2013,2014,3.0,180000.0,396832.071933
Cuba,July,2013/14,2013,2014,106.685,6401100.0,14112009.864724034
Dominican Republic,July,2013/14,2013,2014,425.3936,25523616.0,56269941.22501261
Haiti,July,2013/14,2013,2014,345.2098,20712588.0,45663440.06185885
Philippines,July,2013/14,2013,2014,185.682,11140920.0,24561524.2602211
Tanzania,July,2013/14,2013,2014,810.9352,48656112.0,107268365.20646724
Zambia,July,2013/14,2013,2014,10.7527,645162.0,1422338.7399579897
Cameroon,October,2013/14,2013,2014,403.8311,24229866.0,53417710.70799417
Central African Republic,October,2013/14,2013,2014,90.104,5406240.0,11918719.003150344
Colombia,October,2013/14,2013,2014,12124.0702,727444212.0,1603739965.9090474
Costa Rica,October,2013/14,2013,2014,1552.0761,93124566.0,205304524.85356337
Côte d'Ivoire,October,2013/14,2013,2014,2597.7673,155866038.0,343625793.35293174
Democratic Republic of Congo,October,2013/14,2013,2014,347.087,20825220.0,45911751.11700306
El Salvador,October,2013/14,2013,2014,514.9996,30899976.0,68122786.10422207
Equatorial Guinea,October,2013/14,2013,2014,0.0,0.0,0.0
Ethiopia,October,2013/14,2013,2014,6242.4439,374546634.0,825733982.2541723
Gabon,October,2013/14,2013,2014,0.383,22980.0,50662.227850113
Ghana,October,2013/14,2013,2014,25.0741,1504446.0000000002,3316735.6849517454
Guatemala,October,2013/14,2013,2014,3189.3714,191362284.0,421881620.2752843
Guinea,October,2013/14,2013,2014,101.1902,6071412.000000001,13385172.241771555
Guyana,October,2013/14,2013,2014,12.9412,776472.0,1711827.7364331132
Honduras,October,2013/14,2013,2014,4583.0246,274981476.0,606230382.5793029
India,October,2013/14,2013,2014,5075.3312,304519871.99999994,671351398.6140662
Jamaica,October,2013/14,2013,2014,19.8292,1189752.0,2622954.1735912813
Kenya,October,2013/14,2013,2014,842.9501,50577006.0,111503211.57304318
Lao People's Democratic Republic,October,2013/14,2013,2014,544.4172,32665031.999999996,72014068.49065414
Liberia,October,2013/14,2013,2014,5.939,356340.0,785595.225070029
Mexico,October,2013/14,2013,2014,3916.4766,234988596.0,518061174.6183704
Nepal,October,2013/14,2013,2014,0.9054,54324.0,119763.9193093794
Nicaragua,October,2013/14,2013,2014,2059.8628,123591767.99999999,272473207.6072369
Nigeria,October,2013/14,2013,2014,40.8582,2451492.0,5404614.7204843005
Panama,October,2013/14,2013,2014,113.4685,6808110.0,15009313.318043204
Sierra Leone,October,2013/14,2013,2014,31.7346,1904076.0,4197769.02332166
Sri Lanka,October,2013/14,2013,2014,37.0825,2224950.0,4905175.102485158
Thailand,October,2013/14,2013,2014,638.0038,38280227.99999999,84393456.61837576
Togo,October,2013/14,2013,2014,171.5059,10290354.0,22686347.215244636
Trinidad & Tobago,October,2013/14,2013,2014,12.2242,733451.9999999999,1616984.871241126
Uganda,October,2013/14,2013,2014,3632.867,217972020.0,480546046.22234064
Venezuela,October,2013/14,2013,2014,803.7688,48226128.0,106320412.7530337
Viet Nam,October,2013/14,2013,2014,27609.7814,1656586884.0,3652148919.526402
Yemen,October,2013/14,2013,2014,187.2981,11237886.0,24775297.69737141
Angola,April,2014/15,2014,2015,39.405,2364300.0,5212389.264839955
Bolivia (Plurinational State of),April,2014/15,2014,2015,99.8766,5992595.999999999,13211412.705207821
Brazil,April,2014/15,2014,2015,53304.7669,3198286014.0000005,7051013697.610867
Burundi,April,2014/15,2014,2015,247.55,14853000.0,32745259.80233805
Ecuador,April,2014/15,2014,2015,644.0112,38640672.00000001,85188099.6146859
Indonesia,April,2014/15,2014,2015,10946.2773,656776637.9999999,1447944633.637388
Madagascar,April,2014/15,2014,2015,501.4544,30087264.0,66331062.84397312
Malawi,April,2014/15,2014,2015,24.7098,1482588.0000000002,3268547.043683348
Papua New Guinea,April,2014/15,2014,2015,797.5642,47853852.00000001,105499684.66186188
Paraguay,April,2014/15,2014,2015,20.0195,1201170.0,2648126.5546875647
Peru,April,2014/15,2014,2015,2883.229,172993740.0,381385912.6424372
Rwanda,April,2014/15,2014,2015,238.3438,14300628.0,31527487.995461524
Timor-Leste,April,2014/15,2014,2015,110.9242,6655452.0,14672760.037836825
Zimbabwe,April,2014/15,2014,2015,15.0124,900744.0,1985800.5988956564
Congo,July,2014/15,2014,2015,3.002,180120.0,397096.626647622
Cuba,July,2014/15,2014,2015,101.421,6085260.0,13415701.85583893
Dominican Republic,July,2014/15,2014,2015,396.9541,23817246.0,52508039.32176643
Haiti,July,2014/15,2014,2015,343.2067,20592402.0,45398475.28742918
Philippines,July,2014/15,2014,2015,193.2142,11592852.0,25557863.770959016
Tanzania,July,2014/15,2014,2015,752.6685,45160110.0,99561000.11123441
Zambia,July,2014/15,2014,2015,2.6111,156666.0,345389.4076747521
Cameroon,October,2014/15,2014,2015,483.1051,28986306.0,63903865.931466386
Central African Republic,October,2014/15,2014,2015,62.614,3756840.0,8282414.450670954
Colombia,October,2014/15,2014,2015,13333.3435,800000610.0,1763699442.2997994
Costa Rica,October,2014/15,2014,2015,1475.0612,88503672.00000001,195117197.40799248
Côte d'Ivoire,October,2014/15,2014,2015,1728.0433,103682598.0,228581001.04297957
Democratic Republic of Congo,October,2014/15,2014,2015,334.871,20092260.0,44295850.92009188
El Salvador,October,2014/15,2014,2015,664.9995,39899970.0,87964376.47313635
Equatorial Guinea,October,2014/15,2014,2015,0.0,0.0,0.0
Ethiopia,October,2014/15,2014,2015,6383.2618,382995708.0,844361001.928257
Gabon,October,2014/15,2014,2015,0.517,31020.0,68387.393729787
Ghana,October,2014/15,2014,2015,35.3924,2123544.0,4681613.1408938365
Guatemala,October,2014/15,2014,2015,3310.0759,198604554.0,437848092.5508299
Guinea,October,2014/15,2014,2015,165.1077,9906461.999999998,21840010.22769739
Guyana,October,2014/15,2014,2015,9.3007,558042.0,1230272.0171424176
Honduras,October,2014/15,2014,2015,5268.2161,316092966.0,696865703.451263
India,October,2014/15,2014,2015,5449.867,326992020.0,720894004.4564277
Jamaica,October,2014/15,2014,2015,21.0512,1263072.0,2784597.104225323
Kenya,October,2014/15,2014,2015,769.7629,46185773.99999999,101822202.16805154
Lao People's Democratic Republic,October,2014/15,2014,2015,552.4924,33149544.0,73082234.60641193
Liberia,October,2014/15,2014,2015,7.0733,424397.99999999994,935637.4314678962
Mexico,October,2014/15,2014,2015,3636.4007,218184042.0,481013474.7198705
Nepal,October,2014/15,2014,2015,2.1378,128267.99999999999,282782.53445945575
Nicaragua,October,2014/15,2014,2015,1897.6828,113860968.0,251020465.79853895
Nigeria,October,2014/15,2014,2015,42.7982,2567892.0000000005,5661232.7936676415
Panama,October,2014/15,2014,2015,106.2169,6373014.0,14050090.833766757
Sierra Leone,October,2014/15,2014,2015,46.4478,2786868.0,6143992.236909865
Sri Lanka,October,2014/15,2014,2015,35.7018,2142107.9999999995,4722539.755245859
Thailand,October,2014/15,2014,2015,844.8871,50693226.0,111759432.8141546
Togo,October,2014/15,2014,2015,143.2417,8594502.0,18947633.53273507
Trinidad & Tobago,October,2014/15,2014,2015,12.0013,720078.0000000001,1587500.2482965046
Uganda,October,2014/15,2014,2015,3744.477,224668620.0,495309522.07182133
Venezuela,October,2014/15,2014,2015,650.3983,39023897.99999999,86032968.32356696
Viet Nam,October,2014/15,2014,2015,27240.5219,1634431314.0,3603304248.7044206
Yemen,October,2014/15,2014,2015,178.3814,10702884.000000002,23595820.18543642
Angola,April,2015/16,2015,2016,40.515,2430900.0,5359217.131455165
Bolivia (Plurinational State of),April,2015/16,2015,2016,84.2191,5053145.999999999,11140279.983110838
Brazil,April,2015/16,2015,2016,52870.5876,3172235256.0,6993581607.2077265
Burundi,April,2015/16,2015,2016,269.4576,16167456.000000002,35643139.23536452
Ecuador,April,2015/16,2015,2016,644.4926,38669556.00000001,85251777.93449542
Indonesia,April,2015/16,2015,2016,12585.4751,755128506.0,1664773386.7313936
Madagascar,April,2015/16,2015,2016,414.232,24853920.0,54793514.273650154
Malawi,April,2015/16,2015,2016,21.2015,1272090.0,2804478.3910291665
Papua New Guinea,April,2015/16,2015,2016,711.9818,42718908.0,94179070.95752893
Paraguay,April,2015/16,2015,2016,20.0,1200000.0,2645547.14622
Peru,April,2015/16,2015,2016,3303.5542,198213252.0,436985419.3096548
Rwanda,April,2015/16,2015,2016,292.6292,17557752.0,38708217.24803208
Timor-Leste,April,2015/16,2015,2016,59.1588,3549528.0,7825369.725689987
Zimbabwe,April,2015/16,2015,2016,14.2836,857016.0,1889396.8608873996
Congo,July,2015/16,2015,2016,3.0,180000.0,396832.071933
Cuba,July,2015/16,2015,2016,99.8181,5989086.0,13203674.479805129
Dominican Republic,July,2015/16,2015,2016,399.9543,23997258.0,52904897.849170886
Haiti,July,2015/16,2015,2016,340.8647,20451882.0,45088681.716606826
Philippines,July,2015/16,2015,2016,208.0726,12484356.0,27523293.65682878
Tanzania,July,2015/16,2015,2016,930.172,55810320.0,123040694.00468749
Zambia,July,2015/16,2015,2016,3.689,221340.0,487971.171120279
Cameroon,October,2015/16,2015,2016,390.8379,23450273.999999996,51699004.54898088
Central African Republic,October,2015/16,2015,2016,100.018,6001080.0,13230116.723531598
Colombia,October,2015/16,2015,2016,14008.7814,840526884.0,1853044582.7394907
Costa Rica,October,2015/16,2015,2016,1440.1724,86410344.0,190502199.1442404
Côte d'Ivoire,October,2015/16,2015,2016,1289.0845,77345070.0,170516691.01057178
Democratic Republic of Congo,October,2015/16,2015,2016,370.6123,22236738.0,49023615.630951524
El Salvador,October,2015/16,2015,2016,565.0,33900000.0,74736706.880715
Equatorial Guinea,October,2015/16,2015,2016,0.0,0.0,0.0
Ethiopia,October,2015/16,2015,2016,6514.9754,390898524.0,861783728.8581752
Gabon,October,2015/16,2015,2016,0.741,44460.0,98017.521767451
Ghana,October,2015/16,2015,2016,35.6548,2139288.0,4716322.719452243
Guatemala,October,2015/16,2015,2016,3409.781,204586860.0,451036819.6892589
Guinea,October,2015/16,2015,2016,286.4455,17186730.0,37890253.75362805
Guyana,October,2015/16,2015,2016,11.2231,673386.0,1484562.008837084
Honduras,October,2015/16,2015,2016,5785.776,347146560.0,765327159.2734083
India,October,2015/16,2015,2016,5830.3381,349820286.0,771221716.0976368
Jamaica,October,2015/16,2015,2016,20.0121,1200726.0,2647147.702243463
Kenya,October,2015/16,2015,2016,799.1671,47950026.0,105711712.03789566
Lao People's Democratic Republic,October,2015/16,2015,2016,535.1587,32109521.999999996,70789378.57799025
Liberia,October,2015/16,2015,2016,10.0467,602801.9999999999,1328950.9256964235
Mexico,October,2015/16,2015,2016,2772.0393,166322358.0,366678032.9662343
Nepal,October,2015/16,2015,2016,1.6763,100578.0,221736.53406042932
Nicaragua,October,2015/16,2015,2016,2130.4221,127825325.99999997,281806605.3449509
Nigeria,October,2015/16,2015,2016,41.2782,2476692.0,5460171.21055492
Panama,October,2015/16,2015,2016,127.0784,7624704.000000001,16809594.923310183
Sierra Leone,October,2015/16,2015,2016,45.9276,2755656.0,6075181.5556366835
Sri Lanka,October,2015/16,2015,2016,36.1933,2171598.0,4787554.076364216
Thailand,October,2015/16,2015,2016,761.9808,45718848.0,100792806.54572164
Togo,October,2015/16,2015,2016,80.9232,4855392.0,10704307.041149516
Trinidad & Tobago,October,2015/16,2015,2016,11.7897,707382.0,1559510.3594894968
Uganda,October,2015/16,2015,2016,3649.567,218974020.0,482755078.0894343
Venezuela,October,2015/16,2015,2016,500.1259,30007554.0,66155332.37478545
Viet Nam,October,2015/16,2015,2016,31090.0419,1865402514.0,4112508581.2202616
Yemen,October,2015/16,2015,2016,156.246,9374760.0,20667807.970414504
Angola,April,2016/17,2016,2017,44.83,2689800.0,5929993.92825213
Bolivia (Plurinational State of),April,2016/17,2016,2017,77.9835,4679010.0,10315451.293862369
Brazil,April,2016/17,2016,2017,56788.1784,3407290704.0,7511790165.257612
Burundi,April,2016/17,2016,2017,196.4128,11784768.000000002,25980966.126053985
Ecuador,April,2016/17,2016,2017,644.8845,38693070.0,85303617.43082558
Indonesia,April,2016/17,2016,2017,11541.0266,692461596.0,1526616499.3039556
Madagascar,April,2016/17,2016,2017,452.7566,27165396.0,59889446.553113505
Malawi,April,2016/17,2016,2017,19.516,1170960.0,2581524.905281476
Papua New Guinea,April,2016/17,2016,2017,1171.1449,70268694.0,154915952.40025535
Paraguay,April,2016/17,2016,2017,20.0104,1200624.0,2646922.8307360345
Peru,April,2016/17,2016,2017,4222.8784,253372703.99999997,558591194.9977039
Rwanda,April,2016/17,2016,2017,231.0905,13865430.0,30568040.639677648
Timor-Leste,April,2016/17,2016,2017,82.0206,4921236.0,10849468.213062607
Zimbabwe,April,2016/17,2016,2017,15.1183,907098.0,1999808.7710348913
Congo,July,2016/17,2016,2017,3.0,180000.0,396832.071933
Cuba,July,2016/17,2016,2017,102.6,6156000.0,13571656.8601086
Dominican Republic,July,2016/17,2016,2017,412.2085,24732510.0,54525851.04113135
Haiti,July,2016/17,2016,2017,341.5781,20494686.000000004,45183048.3833125
Philippines,July,2016/17,2016,2017,214.6417,12878501.999999998,28392236.844740465
Tanzania,July,2016/17,2016,2017,846.0919,50765514.0,111918800.57424287
Zambia,July,2016/17,2016,2017,13.3181,799085.9999999999,1761683.0724036288
Cameroon,October,2016/17,2016,2017,291.8761,17512566.000000004,38608599.17024118
Central African Republic,October,2016/17,2016,2017,36.7267,2203602.0000000005,4858110.818753905
Colombia,October,2016/17,2016,2017,14634.3893,878063358.0,1935798342.4643753
