country,harvest_group,crop_year,crop_year_beg,crop_year_end,consumption_1k_bags,consumption_kg,consumption_lb
Viet Nam,October,2010/11,2010,2011,1583.0,94980000.0,209395056.623313
Yemen,October,2010/11,2010,2011,130.0,7800000.0,17196056.45043
Angola,April,2011/12,2011,2012,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2011/12,2011,2012,49.0,2940000.0,6481590.508239
Brazil,April,2011/12,2011,2012,19720.0,1183200000.0,2608509486.17292
Burundi,April,2011/12,2011,2012,2.0,120000.0,264554.714622
Ecuador,April,2011/12,2011,2012,150.0,9000000.0,19841603.59665
Indonesia,April,2011/12,2011,2012,3667.0,220020000.0,485061069.259437
Madagascar,April,2011/12,2011,2012,450.0,27000000.0,59524810.78995
Malawi,April,2011/12,2011,2012,1.0,60000.0,132277.357311
Papua New Guinea,April,2011/12,2011,2012,1.236,74160.0,163494.813636396
Paraguay,April,2011/12,2011,2012,20.0,1200000.0,2645547.14622
Peru,April,2011/12,2011,2012,250.0,15000000.0,33069339.32775
Rwanda,April,2011/12,2011,2012,1.0,60000.0,132277.357311
Timor-Leste,April,2011/12,2011,2012,0.49,29400.0,64815.90508239
Zimbabwe,April,2011/12,2011,2012,4.0,240000.0,529109.429244
Congo,July,2011/12,2011,2012,3.0,180000.0,396832.071933
Cuba,July,2011/12,2011,2012,220.0,13200000.0,29101018.60842
Dominican Republic,July,2011/12,2011,2012,378.0,22680000.0,50000841.063558
Haiti,July,2011/12,2011,2012,340.0,20400000.0,44974301.48574
Philippines,July,2011/12,2011,2012,2175.0,130500000.0,287703252.151425
Tanzania,July,2011/12,2011,2012,58.95,3537000.0,7797750.21348345
Zambia,July,2011/12,2011,2012,0.0,0.0,0.0
Cameroon,October,2011/12,2011,2012,70.017,4201020.0,9261663.726844287
Central African Republic,October,2011/12,2011,2012,13.333,799980.0,1763654.005027563
Colombia,October,2011/12,2011,2012,1435.065,86103900.0,189826605.7695102
Costa Rica,October,2011/12,2011,2012,380.888,22853280.0,50382858.07147217
Côte d'Ivoire,October,2011/12,2011,2012,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2011/12,2011,2012,200.0,12000000.0,26455471.4622
El Salvador,October,2011/12,2011,2012,273.4,16404000.0,36164629.4888274
Equatorial Guinea,October,2011/12,2011,2012,0.0,0.0,0.0
Ethiopia,October,2011/12,2011,2012,3235.0,194100000.0,427917250.901085
Gabon,October,2011/12,2011,2012,1.032,61920.0,136510.232744952
Ghana,October,2011/12,2011,2012,2.0,120000.0,264554.714622
Guatemala,October,2011/12,2011,2012,350.0,21000000.0,46297075.05885
Guinea,October,2011/12,2011,2012,50.0,3000000.0,6613867.86555
Guyana,October,2011/12,2011,2012,8.6,516000.0,1137585.2728746
Honduras,October,2011/12,2011,2012,340.0,20400000.0,44974301.48574
India,October,2011/12,2011,2012,1325.0,79500000.0,175267498.437075
Jamaica,October,2011/12,2011,2012,9.0,540000.0,1190496.215799
Kenya,October,2011/12,2011,2012,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2011/12,2011,2012,150.0,9000000.0,19841603.59665
Liberia,October,2011/12,2011,2012,5.0,300000.0,661386.786555
Mexico,October,2011/12,2011,2012,2354.0,141240000.0,311380899.110094
Nepal,October,2011/12,2011,2012,0.0,0.0,0.0
Nicaragua,October,2011/12,2011,2012,205.261,12315660.0,27151382.63901317
Nigeria,October,2011/12,2011,2012,40.0,2400000.0,5291094.29244
Panama,October,2011/12,2011,2012,67.0,4020000.0,8862582.939837
Sierra Leone,October,2011/12,2011,2012,5.0,300000.0,661386.786555
Sri Lanka,October,2011/12,2011,2012,35.0,2100000.0,4629707.505885
Thailand,October,2011/12,2011,2012,1100.0,66000000.0,145505093.0421
Togo,October,2011/12,2011,2012,0.21,12600.0,27778.24503531
Trinidad & Tobago,October,2011/12,2011,2012,10.0,600000.0,1322773.57311
Uganda,October,2011/12,2011,2012,210.0,12600000.0,27778245.03531
Venezuela,October,2011/12,2011,2012,1650.0,99000000.0,218257639.56315
Viet Nam,October,2011/12,2011,2012,1650.0,99000000.0,218257639.56315
Yemen,October,2011/12,2011,2012,130.0,7800000.0,17196056.45043
Angola,April,2012/13,2012,2013,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2012/13,2012,2013,50.5,3030000.0,6680006.5442055
Brazil,April,2012/13,2012,2013,20330.0,1219800000.0,2689198674.13263
Burundi,April,2012/13,2012,2013,2.0,120000.0,264554.714622
Ecuador,April,2012/13,2012,2013,150.0,9000000.0,19841603.59665
Indonesia,April,2012/13,2012,2013,3900.0,234000000.0,515881693.5129
Madagascar,April,2012/13,2012,2013,430.0,25800000.0,56879263.64373
Malawi,April,2012/13,2012,2013,1.0,60000.0,132277.357311
Papua New Guinea,April,2012/13,2012,2013,1.711,102660.0,226326.558359121
Paraguay,April,2012/13,2012,2013,20.0,1200000.0,2645547.14622
Peru,April,2012/13,2012,2013,250.0,15000000.0,33069339.32775
Rwanda,April,2012/13,2012,2013,1.0,60000.0,132277.357311
Timor-Leste,April,2012/13,2012,2013,0.49,29400.0,64815.90508239
Zimbabwe,April,2012/13,2012,2013,4.0,240000.0,529109.429244
Congo,July,2012/13,2012,2013,3.0,180000.0,396832.071933
Cuba,July,2012/13,2012,2013,220.0,13200000.0,29101018.60842
Dominican Republic,July,2012/13,2012,2013,378.0,22680000.0,50000841.063558
Haiti,July,2012/13,2012,2013,340.0,20400000.0,44974301.48574
Philippines,July,2012/13,2012,2013,2325.0,139500000.0,307544855.748075
Tanzania,July,2012/13,2012,2013,71.7,4302000.0,9484286.5191987
Zambia,July,2012/13,2012,2013,0.0,0.0,0.0
Cameroon,October,2012/13,2012,2013,71.733,4303980.0,9488651.671989962
Central African Republic,October,2012/13,2012,2013,16.667,1000020.0,2204666.714302437
Colombia,October,2012/13,2012,2013,1514.242,90854520.0,200299930.08932325
Costa Rica,October,2012/13,2012,2013,423.097,25385820.0,55966153.04621217
Côte d'Ivoire,October,2012/13,2012,2013,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2012/13,2012,2013,200.0,12000000.0,26455471.4622
El Salvador,October,2012/13,2012,2013,276.6,16596000.0,36587917.0322226
Equatorial Guinea,October,2012/13,2012,2013,0.0,0.0,0.0
Ethiopia,October,2012/13,2012,2013,3299.0,197940000.0,436383001.768989
Gabon,October,2012/13,2012,2013,0.967,58020.0,127912.204519737
Ghana,October,2012/13,2012,2013,2.0,120000.0,264554.714622
Guatemala,October,2012/13,2012,2013,360.0,21600000.0,47619848.63196
Guinea,October,2012/13,2012,2013,50.0,3000000.0,6613867.86555
Guyana,October,2012/13,2012,2013,8.7,522000.0,1150813.0086057
Honduras,October,2012/13,2012,2013,345.0,20700000.0,45635688.272295
India,October,2012/13,2012,2013,1375.0,82500000.0,181881366.302625
Jamaica,October,2012/13,2012,2013,9.0,540000.0,1190496.215799
Kenya,October,2012/13,2012,2013,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2012/13,2012,2013,150.0,9000000.0,19841603.59665
Liberia,October,2012/13,2012,2013,5.0,300000.0,661386.786555
Mexico,October,2012/13,2012,2013,2354.0,141240000.0,311380899.110094
Nepal,October,2012/13,2012,2013,0.0,0.0,0.0
Nicaragua,October,2012/13,2012,2013,207.864,12471840.0,27495700.600093704
Nigeria,October,2012/13,2012,2013,40.0,2400000.0,5291094.29244
Panama,October,2012/13,2012,2013,67.0,4020000.0,8862582.939837
Sierra Leone,October,2012/13,2012,2013,5.0,300000.0,661386.786555
Sri Lanka,October,2012/13,2012,2013,35.0,2100000.0,4629707.505885
Thailand,October,2012/13,2012,2013,1130.0,67800000.0,149473413.76143
Togo,October,2012/13,2012,2013,0.242,14520.0,32011.120469262
Trinidad & Tobago,October,2012/13,2012,2013,10.0,600000.0,1322773.57311
Uganda,October,2012/13,2012,2013,216.0,12960000.0,28571909.179176
Venezuela,October,2012/13,2012,2013,1650.0,99000000.0,218257639.56315
Viet Nam,October,2012/13,2012,2013,1825.0,109500000.0,241406177.092575
Yemen,October,2012/13,2012,2013,130.0,7800000.0,17196056.45043
Angola,April,2013/14,2013,2014,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2013/14,2013,2014,52.0,3120000.0,6878422.580172
Brazil,April,2013/14,2013,2014,20085.0,1205100000.0,2656790721.591435
Burundi,April,2013/14,2013,2014,2.0,120000.0,264554.714622
Ecuador,April,2013/14,2013,2014,155.0,9300000.0,20502990.383205
Indonesia,April,2013/14,2013,2014,4250.0,255000000.0,562178768.57175
Madagascar,April,2013/14,2013,2014,410.0,24600000.0,54233716.49751
Malawi,April,2013/14,2013,2014,1.0,60000.0,132277.357311
Papua New Guinea,April,2013/14,2013,2014,2.039,122340.00000000001,269713.53155712906
Paraguay,April,2013/14,2013,2014,20.0,1200000.0,2645547.14622
Peru,April,2013/14,2013,2014,250.0,15000000.0,33069339.32775
Rwanda,April,2013/14,2013,2014,1.0,60000.0,132277.357311
Timor-Leste,April,2013/14,2013,2014,0.49,29400.0,64815.90508239
Zimbabwe,April,2013/14,2013,2014,4.0,240000.0,529109.429244
Congo,July,2013/14,2013,2014,3.0,180000.0,396832.071933
Cuba,July,2013/14,2013,2014,220.0,13200000.0,29101018.60842
Dominican Republic,July,2013/14,2013,2014,383.333,22999980.0,50706276.210097566
Haiti,July,2013/14,2013,2014,340.0,20400000.0,44974301.48574
Philippines,July,2013/14,2013,2014,2550.0,153000000.0,337307261.14305
Tanzania,July,2013/14,2013,2014,73.467,4408020.0,9718020.609567236
Zambia,July,2013/14,2013,2014,0.0,0.0,0.0
Cameroon,October,2013/14,2013,2014,73.483,4408980.0,9720137.047284214
Central African Republic,October,2013/14,2013,2014,20.0,1200000.0,2645547.14622
Colombia,October,2013/14,2013,2014,1617.02,97021200.0,213895132.31903324
Costa Rica,October,2013/14,2013,2014,335.06,20103600.0,44320851.34062366
Côte d'Ivoire,October,2013/14,2013,2014,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2013/14,2013,2014,200.0,12000000.0,26455471.4622
El Salvador,October,2013/14,2013,2014,275.0,16500000.0,36376273.260525
Equatorial Guinea,October,2013/14,2013,2014,0.0,0.0,0.0
Ethiopia,October,2013/14,2013,2014,3365.0,201900000.0,445113307.351515
Gabon,October,2013/14,2013,2014,0.583,34980.0,77117.699312313
Ghana,October,2013/14,2013,2014,2.0,120000.0,264554.714622
Guatemala,October,2013/14,2013,2014,370.0,22200000.0,48942622.205070004
Guinea,October,2013/14,2013,2014,50.0,3000000.0,6613867.86555
Guyana,October,2013/14,2013,2014,8.8,528000.0,1164040.7443368
Honduras,October,2013/14,2013,2014,350.0,21000000.0,46297075.05885
India,October,2013/14,2013,2014,1400.0,84000000.0,185188300.2354
Jamaica,October,2013/14,2013,2014,9.0,540000.0,1190496.215799
Kenya,October,2013/14,2013,2014,55.0,3300000.0,7275254.652105
Lao People's Democratic Republic,October,2013/14,2013,2014,150.0,9000000.0,19841603.59665
Liberia,October,2013/14,2013,2014,5.0,300000.0,661386.786555
Mexico,October,2013/14,2013,2014,2321.0,139260000.0,307015746.318831
Nepal,October,2013/14,2013,2014,0.0,0.0,0.0
Nicaragua,October,2013/14,2013,2014,209.561,12573660.0,27720175.27545047
Nigeria,October,2013/14,2013,2014,40.0,2400000.0,5291094.29244
Panama,October,2013/14,2013,2014,67.0,4020000.0,8862582.939837
Sierra Leone,October,2013/14,2013,2014,5.0,300000.0,661386.786555
Sri Lanka,October,2013/14,2013,2014,35.0,2100000.0,4629707.505885
Thailand,October,2013/14,2013,2014,1200.0,72000000.0,158732828.7732
Togo,October,2013/14,2013,2014,0.238,14280.0,31482.011040018002
Trinidad & Tobago,October,2013/14,2013,2014,10.0,600000.0,1322773.57311
Uganda,October,2013/14,2013,2014,220.8,13248000.0,29206840.4942688
Venezuela,October,2013/14,2013,2014,1650.0,99000000.0,218257639.56315
Viet Nam,October,2013/14,2013,2014,2000.0,120000000.0,264554714.622
Yemen,October,2013/14,2013,2014,130.0,7800000.0,17196056.45043
Angola,April,2014/15,2014,2015,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2014/15,2014,2015,53.5,3210000.0,7076838.6161385
Brazil,April,2014/15,2014,2015,20333.0,1219980000.0,2689595506.204563
Burundi,April,2014/15,2014,2015,2.0,120000.0,264554.714622
Ecuador,April,2014/15,2014,2015,155.0,9300000.0,20502990.383205
Indonesia,April,2014/15,2014,2015,4417.0,265020000.0,584269087.242687
Madagascar,April,2014/15,2014,2015,390.0,23400000.0,51588169.35129
Malawi,April,2014/15,2014,2015,1.0,60000.0,132277.357311
Papua New Guinea,April,2014/15,2014,2015,1.924,115440.0,254501.635466364
Paraguay,April,2014/15,2014,2015,20.0,1200000.0,2645547.14622
Peru,April,2014/15,2014,2015,250.0,15000000.0,33069339.32775
Rwanda,April,2014/15,2014,2015,1.0,60000.0,132277.357311
Timor-Leste,April,2014/15,2014,2015,0.49,29400.0,64815.90508239
Zimbabwe,April,2014/15,2014,2015,4.0,240000.0,529109.429244
Congo,July,2014/15,2014,2015,3.0,180000.0,396832.071933
Cuba,July,2014/15,2014,2015,220.0,13200000.0,29101018.60842
Dominican Republic,July,2014/15,2014,2015,388.0,23280000.0,51323614.636668004
Haiti,July,2014/15,2014,2015,340.0,20400000.0,44974301.48574
Philippines,July,2014/15,2014,2015,2800.0,168000000.0,370376600.4708
Tanzania,July,2014/15,2014,2015,76.717,4603020.0,10147922.020827986
Zambia,July,2014/15,2014,2015,0.0,0.0,0.0
Cameroon,October,2014/15,2014,2015,75.317,4519020.0,9962733.720592586
Central African Republic,October,2014/15,2014,2015,20.0,1200000.0,2645547.14622
Colombia,October,2014/15,2014,2015,1665.451,99927060.0,220301457.01096228
Costa Rica,October,2014/15,2014,2015,380.742,22844520.0,50363545.577304766
Côte d'Ivoire,October,2014/15,2014,2015,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2014/15,2014,2015,200.0,12000000.0,26455471.4622
El Salvador,October,2014/15,2014,2015,280.0,16800000.0,37037660.04708
Equatorial Guinea,October,2014/15,2014,2015,0.0,0.0,0.0
Ethiopia,October,2014/15,2014,2015,3433.0,205980000.0,454108167.648663
Gabon,October,2014/15,2014,2015,0.517,31020.0,68387.393729787
Ghana,October,2014/15,2014,2015,2.0,120000.0,264554.714622
Guatemala,October,2014/15,2014,2015,380.0,22800000.0,50265395.77818
Guinea,October,2014/15,2014,2015,50.0,3000000.0,6613867.86555
Guyana,October,2014/15,2014,2015,8.9,534000.0,1177268.4800679
Honduras,October,2014/15,2014,2015,355.0,21300000.0,46958461.845405
India,October,2014/15,2014,2015,1430.0,85800000.0,189156620.95473
Jamaica,October,2014/15,2014,2015,9.0,540000.0,1190496.215799
Kenya,October,2014/15,2014,2015,55.0,3300000.0,7275254.652105
Lao People's Democratic Republic,October,2014/15,2014,2015,150.0,9000000.0,19841603.59665
Liberia,October,2014/15,2014,2015,5.0,300000.0,661386.786555
Mexico,October,2014/15,2014,2015,2347.0,140820000.0,310454957.608917
Nepal,October,2014/15,2014,2015,0.0,0.0,0.0
Nicaragua,October,2014/15,2014,2015,211.742,12704520.0,28008672.19174576
Nigeria,October,2014/15,2014,2015,40.0,2400000.0,5291094.29244
Panama,October,2014/15,2014,2015,67.0,4020000.0,8862582.939837
Sierra Leone,October,2014/15,2014,2015,5.0,300000.0,661386.786555
Sri Lanka,October,2014/15,2014,2015,35.0,2100000.0,4629707.505885
Thailand,October,2014/15,2014,2015,1250.0,75000000.0,165346696.63875
Togo,October,2014/15,2014,2015,0.195,11700.0,25794.084675645
Trinidad & Tobago,October,2014/15,2014,2015,10.0,600000.0,1322773.57311
Uganda,October,2014/15,2014,2015,229.2,13752000.0,30317970.2956812
Venezuela,October,2014/15,2014,2015,1650.0,99000000.0,218257639.56315
Viet Nam,October,2014/15,2014,2015,2200.0,132000000.0,291010186.0842
Yemen,October,2014/15,2014,2015,125.0,7500000.0,16534669.663875
Angola,April,2015/16,2015,2016,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2015/16,2015,2016,55.0,3300000.0,7275254.652105
Brazil,April,2015/16,2015,2016,20508.0,1230480000.0,2712744043.733988
Burundi,April,2015/16,2015,2016,2.0,120000.0,264554.714622
Ecuador,April,2015/16,2015,2016,155.0,9300000.0,20502990.383205
Indonesia,April,2015/16,2015,2016,4550.0,273000000.0,601861975.76505
Madagascar,April,2015/16,2015,2016,370.0,22200000.0,48942622.205070004
Malawi,April,2015/16,2015,2016,1.0,60000.0,132277.357311
Papua New Guinea,April,2015/16,2015,2016,1.8,108000.0,238099.2431598
Paraguay,April,2015/16,2015,2016,20.0,1200000.0,2645547.14622
Peru,April,2015/16,2015,2016,250.0,15000000.0,33069339.32775
Rwanda,April,2015/16,2015,2016,1.0,60000.0,132277.357311
Timor-Leste,April,2015/16,2015,2016,0.49,29400.0,64815.90508239
Zimbabwe,April,2015/16,2015,2016,4.0,240000.0,529109.429244
Congo,July,2015/16,2015,2016,3.0,180000.0,396832.071933
Cuba,July,2015/16,2015,2016,220.0,13200000.0,29101018.60842
Dominican Republic,July,2015/16,2015,2016,388.0,23280000.0,51323614.636668004
Haiti,July,2015/16,2015,2016,340.0,20400000.0,44974301.48574
Philippines,July,2015/16,2015,2016,3000.0,180000000.0,396832071.933
Tanzania,July,2015/16,2015,2016,92.05,5523000.0,12176130.74047755
Zambia,July,2015/16,2015,2016,0.0,0.0,0.0
Cameroon,October,2015/16,2015,2016,76.0,4560000.0,10053079.155636
Central African Republic,October,2015/16,2015,2016,20.0,1200000.0,2645547.14622
Colombia,October,2015/16,2015,2016,1720.373,103222380.0,227566394.029197
Costa Rica,October,2015/16,2015,2016,448.821,26929260.0,59368855.78568033
Côte d'Ivoire,October,2015/16,2015,2016,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2015/16,2015,2016,200.0,12000000.0,26455471.4622
El Salvador,October,2015/16,2015,2016,285.0,17100000.0,37699046.833635
Equatorial Guinea,October,2015/16,2015,2016,0.0,0.0,0.0
Ethiopia,October,2015/16,2015,2016,3501.0,210060000.0,463103027.94581103
Gabon,October,2015/16,2015,2016,0.5,30000.0,66138.6786555
Ghana,October,2015/16,2015,2016,2.0,120000.0,264554.714622
Guatemala,October,2015/16,2015,2016,390.0,23400000.0,51588169.35129
Guinea,October,2015/16,2015,2016,50.0,3000000.0,6613867.86555
Guyana,October,2015/16,2015,2016,9.0,540000.0,1190496.215799
Honduras,October,2015/16,2015,2016,365.0,21900000.0,48281235.418515
India,October,2015/16,2015,2016,1450.0,87000000.0,191802168.10095
Jamaica,October,2015/16,2015,2016,9.0,540000.0,1190496.215799
Kenya,October,2015/16,2015,2016,60.0,3600000.0,7936641.43866
Lao People's Democratic Republic,October,2015/16,2015,2016,150.0,9000000.0,19841603.59665
Liberia,October,2015/16,2015,2016,5.0,300000.0,661386.786555
Mexico,October,2015/16,2015,2016,2329.0,139740000.0,308073965.177319
Nepal,October,2015/16,2015,2016,0.0,0.0,0.0
Nicaragua,October,2015/16,2015,2016,213.946,12836760.0,28300211.487259205
Nigeria,October,2015/16,2015,2016,40.0,2400000.0,5291094.29244
Panama,October,2015/16,2015,2016,67.0,4020000.0,8862582.939837
Sierra Leone,October,2015/16,2015,2016,5.0,300000.0,661386.786555
Sri Lanka,October,2015/16,2015,2016,35.0,2100000.0,4629707.505885
Thailand,October,2015/16,2015,2016,1300.0,78000000.0,171960564.5043
Togo,October,2015/16,2015,2016,0.22,13200.0,29101.01860842
Trinidad & Tobago,October,2015/16,2015,2016,10.0,600000.0,1322773.57311
Uganda,October,2015/16,2015,2016,234.0,14040000.0,30952901.610774
Venezuela,October,2015/16,2015,2016,1650.0,99000000.0,218257639.56315
Viet Nam,October,2015/16,2015,2016,2300.0,138000000.0,304237921.8153
Yemen,October,2015/16,2015,2016,115.0,6900000.0,15211896.090765
Angola,April,2016/17,2016,2017,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2016/17,2016,2017,57.0,3420000.0,7539809.366727
Brazil,April,2016/17,2016,2017,21225.0,1273500000.0,2807586908.925975
Burundi,April,2016/17,2016,2017,2.0,120000.0,264554.714622
Ecuador,April,2016/17,2016,2017,155.0,9300000.0,20502990.383205
Indonesia,April,2016/17,2016,2017,4650.0,279000000.0,615089711.49615
Madagascar,April,2016/17,2016,2017,360.0,21600000.0,47619848.63196
Malawi,April,2016/17,2016,2017,1.0,60000.0,132277.357311
Papua New Guinea,April,2016/17,2016,2017,2.0,120000.0,264554.714622
Paraguay,April,2016/17,2016,2017,20.0,1200000.0,2645547.14622
Peru,April,2016/17,2016,2017,250.0,15000000.0,33069339.32775
Rwanda,April,2016/17,2016,2017,1.0,60000.0,132277.357311
Timor-Leste,April,2016/17,2016,2017,0.49,29400.0,64815.90508239
Zimbabwe,April,2016/17,2016,2017,4.0,240000.0,529109.429244
Congo,July,2016/17,2016,2017,3.0,180000.0,396832.071933
Cuba,July,2016/17,2016,2017,220.0,13200000.0,29101018.60842
Dominican Republic,July,2016/17,2016,2017,390.0,23400000.0,51588169.35129
Haiti,July,2016/17,2016,2017,340.0,20400000.0,44974301.48574
Philippines,July,2016/17,2016,2017,3030.0,181800000.0,400800392.65233
Tanzania,July,2016/17,2016,2017,91.3,5478000.0,12076922.7224943
Zambia,July,2016/17,2016,2017,0.0,0.0,0.0
Cameroon,October,2016/17,2016,2017,77.0,4620000.0,10185356.512947
Central African Republic,October,2016/17,2016,2017,20.0,1200000.0,2645547.14622
Colombia,October,2016/17,2016,2017,1736.4414,104186484.0,229691879.51741308
Costa Rica,October,2016/17,2016,2017,329.457,19767420.0,43579701.307610124
Côte d'Ivoire,October,2016/17,2016,2017,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2016/17,2016,2017,200.0,12000000.0,26455471.4622
El Salvador,October,2016/17,2016,2017,292.0,17520000.0,38624988.334812
Equatorial Guinea,October,2016/17,2016,2017,0.0,0.0,0.0
Ethiopia,October,2016/17,2016,2017,3571.0,214260000.0,472362442.957581
Gabon,October,2016/17,2016,2017,0.5,30000.0,66138.6786555
Ghana,October,2016/17,2016,2017,2.0,120000.0,264554.714622
Guatemala,October,2016/17,2016,2017,390.0,23400000.0,51588169.35129
Guinea,October,2016/17,2016,2017,50.0,3000000.0,6613867.86555
Guyana,October,2016/17,2016,2017,9.0,540000.0,1190496.215799
Honduras,October,2016/17,2016,2017,370.0,22200000.0,48942622.205070004
India,October,2016/17,2016,2017,1440.0,86400000.0,190479394.52784
Jamaica,October,2016/17,2016,2017,9.0,540000.0,1190496.215799
Kenya,October,2016/17,2016,2017,60.0,3600000.0,7936641.43866
Lao People's Democratic Republic,October,2016/17,2016,2017,150.0,9000000.0,19841603.59665
Liberia,October,2016/17,2016,2017,5.0,300000.0,661386.786555
Mexico,October,2016/17,2016,2017,2360.0,141600000.0,312174563.25396
Nepal,October,2016/17,2016,2017,0.0,0.0,0.0
Nicaragua,October,2016/17,2016,2017,216.728,13003680.0,28668207.09529841
Nigeria,October,2016/17,2016,2017,40.0,2400000.0,5291094.29244
Panama,October,2016/17,2016,2017,67.0,4020000.0,8862582.939837
Sierra Leone,October,2016/17,2016,2017,5.0,300000.0,661386.786555
Sri Lanka,October,2016/17,2016,2017,35.0,2100000.0,4629707.505885
Thailand,October,2016/17,2016,2017,1350.0,81000000.0,178574432.36985
Togo,October,2016/17,2016,2017,0.254,15240.0,33598.448756994
Trinidad & Tobago,October,2016/17,2016,2017,10.0,600000.0,1322773.57311
Uganda,October,2016/17,2016,2017,240.0,14400000.0,31746565.75464
Venezuela,October,2016/17,2016,2017,1650.0,99000000.0,218257639.56315
Viet Nam,October,2016/17,2016,2017,2400.0,144000000.0,317465657.5464
Yemen,October,2016/17,2016,2017,100.0,6000000.0,13227735.7311
Angola,April,2017/18,2017,2018,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2017/18,2017,2018,58.5,3510000.0,7738225.4026935
Brazil,April,2017/18,2017,2018,21997.0,1319820000.0,2909705028.770067
Burundi,April,2017/18,2017,2018,2.0,120000.0,264554.714622
Ecuador,April,2017/18,2017,2018,155.0,9300000.0,20502990.383205
Indonesia,April,2017/18,2017,2018,4750.0,285000000.0,628317447.22725
Madagascar,April,2017/18,2017,2018,365.0,21900000.0,48281235.418515
Malawi,April,2017/18,2017,2018,1.0,60000.0,132277.357311
Papua New Guinea,April,2017/18,2017,2018,2.0,120000.0,264554.714622
Paraguay,April,2017/18,2017,2018,20.0,1200000.0,2645547.14622
Peru,April,2017/18,2017,2018,250.0,15000000.0,33069339.32775
Rwanda,April,2017/18,2017,2018,1.0,60000.0,132277.357311
Timor-Leste,April,2017/18,2017,2018,0.49,29400.0,64815.90508239
Zimbabwe,April,2017/18,2017,2018,4.0,240000.0,529109.429244
Congo,July,2017/18,2017,2018,3.0,180000.0,396832.071933
Cuba,July,2017/18,2017,2018,220.0,13200000.0,29101018.60842
Dominican Republic,July,2017/18,2017,2018,390.0,23400000.0,51588169.35129
Haiti,July,2017/18,2017,2018,340.0,20400000.0,44974301.48574
Philippines,July,2017/18,2017,2018,3180.0,190800000.0,420641996.24898
Tanzania,July,2017/18,2017,2018,91.667,5500020.0,12125468.512627438
Zambia,July,2017/18,2017,2018,0.0,0.0,0.0
Cameroon,October,2017/18,2017,2018,78.0,4680000.0,10317633.870258
Central African Republic,October,2017/18,2017,2018,20.0,1200000.0,2645547.14622
Colombia,October,2017/18,2017,2018,1793.271,107596260.0,237209148.82245427
Costa Rica,October,2017/18,2017,2018,353.334,21200040.0,46738087.76812487
Côte d'Ivoire,October,2017/18,2017,2018,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2017/18,2017,2018,200.0,12000000.0,26455471.4622
El Salvador,October,2017/18,2017,2018,300.0,18000000.0,39683207.1933
Equatorial Guinea,October,2017/18,2017,2018,0.0,0.0,0.0
Ethiopia,October,2017/18,2017,2018,3643.0,218580000.0,481886412.683973
Gabon,October,2017/18,2017,2018,0.5,30000.0,66138.6786555
Ghana,October,2017/18,2017,2018,2.0,120000.0,264554.714622
Guatemala,October,2017/18,2017,2018,395.0,23700000.0,52249556.137845
Guinea,October,2017/18,2017,2018,50.0,3000000.0,6613867.86555
Guyana,October,2017/18,2017,2018,9.0,540000.0,1190496.215799
Honduras,October,2017/18,2017,2018,375.0,22500000.0,49604008.991625
India,October,2017/18,2017,2018,1470.0,88200000.0,194447715.24717
Jamaica,October,2017/18,2017,2018,9.0,540000.0,1190496.215799
Kenya,October,2017/18,2017,2018,65.0,3900000.0,8598028.225215
Lao People's Democratic Republic,October,2017/18,2017,2018,155.0,9300000.0,20502990.383205
Liberia,October,2017/18,2017,2018,5.0,300000.0,661386.786555
Mexico,October,2017/18,2017,2018,2400.0,144000000.0,317465657.5464
Nepal,October,2017/18,2017,2018,0.0,0.0,0.0
Nicaragua,October,2017/18,2017,2018,218.0,13080000.0,28836463.893798
Nigeria,October,2017/18,2017,2018,40.0,2400000.0,5291094.29244
Panama,October,2017/18,2017,2018,67.0,4020000.0,8862582.939837
Sierra Leone,October,2017/18,2017,2018,5.0,300000.0,661386.786555
Sri Lanka,October,2017/18,2017,2018,35.0,2100000.0,4629707.505885
Thailand,October,2017/18,2017,2018,1375.0,82500000.0,181881366.302625
Togo,October,2017/18,2017,2018,0.254,15240.0,33598.448756994
Trinidad & Tobago,October,2017/18,2017,2018,10.0,600000.0,1322773.57311
Uganda,October,2017/18,2017,2018,244.8,14688000.0,32381497.0697328
Venezuela,October,2017/18,2017,2018,1600.0,96000000.0,211643771.6976
Viet Nam,October,2017/18,2017,2018,2500.0,150000000.0,330693393.2775
Yemen,October,2017/18,2017,2018,90.0,5400000.0,11904962.15799
