region,country,ico_member,calendar_year,re_exports_1k_bags,re_exports_kg,re_exports_lb
Europe,Luxembourg,member,2012.0,110.5209294,6631255.7639999995,14619416.468587603
Europe,Malta,member,2012.0,0.3010985,18065.91,39828.51387030613
Europe,Netherlands,member,2012.0,1347.300029,80838001.74000001,178217287.34115368
Europe,Poland,member,2012.0,1606.6190335,96397142.00999999,212519319.95693296
Europe,Portugal,member,2012.0,227.7626014,13665756.083999999,30127835.007470667
Europe,Romania,member,2012.0,53.648914,3218934.84,7096536.56652511
Europe,Slovakia,member,2012.0,570.5537085,34233222.51,75471336.76437064
Europe,Slovenia,member,2012.0,35.9042747,2154256.4820000003,4749322.573484198
Europe,Spain,member,2012.0,1658.7947916,99527687.496,219420991.354099
Europe,Sweden,member,2012.0,520.4047185,31224283.11,68837760.89535487
Asia & Oceania,Japan,member,2012.0,71.046626,4262797.5600000005,9397859.933142984
Europe,Norway,member,2012.0,12.076486,724589.1599999999,1597445.653683289
Europe,Russian Federation,member,2012.0,478.5803226,28714819.356000002,63305340.33457386
Europe,Switzerland,member,2012.0,1424.9580322,85497481.932,188489682.77849883
Africa,Tunisia,member,2012.0,17.7874243,1067245.458,2352873.479773464
Europe,United Kingdom,member,2012.0,1199.5970236,71975821.416,158679524.11994928
North America,United States of America,member,2012.0,3383.7408595,203024451.57000002,447592298.7199118
Europe,Austria,member,2013.0,310.8708473,18652250.838,41121174.14587542
Europe,Belgium,member,2013.0,4256.9788789,255418732.73400006,563101916.2296356
Europe,Bulgaria,member,2013.0,190.8798212,11452789.272,25249078.312332194
Europe,Croatia,member,2013.0,26.2867961,1577207.766,3477147.9202811015
Europe,Cyprus,member,2013.0,1.6845543,101073.258,222828.3910508815
Europe,Czechia,member,2013.0,546.4569257,32787415.542000003,72283878.01588948
Europe,Denmark,member,2013.0,98.9991173,5939947.038,13095341.612565702
Europe,Estonia,member,2013.0,36.1579013,2169474.0779999997,4782871.629875971
Europe,Finland,member,2013.0,180.830527,10849831.620000001,23919784.232715435
Europe,France,member,2013.0,1014.3599439,60861596.633999996,134176852.74122621
Europe,Germany,member,2013.0,12019.6576084,721179456.5040001,1589928544.2222066
Europe,Greece,member,2013.0,168.5506316,10113037.896,22295432.121147927
Europe,Hungary,member,2013.0,380.6539379,22839236.274,50351896.955437504
Europe,Ireland,member,2013.0,37.6456862,2258741.172,4979671.884695182
Europe,Italy,member,2013.0,3182.6582,190959491.99999997,420993615.920184
Europe,Latvia,member,2013.0,66.3159892,3978959.352000001,8772103.798840819
Europe,Lithuania,member,2013.0,165.2278419,9913670.514,21855902.28073172
Europe,Luxembourg,member,2013.0,136.7835211,8207011.266000001,18093362.69480141
Europe,Malta,member,2013.0,0.3113001,18678.006,41177.95455865003
Europe,Netherlands,member,2013.0,1781.3549181,106881295.08600001,235632920.99922088
Europe,Poland,member,2013.0,1615.3839135,96923034.81,213678715.120481
Europe,Portugal,member,2013.0,212.3345735,12740074.41,28087056.248338293
Europe,Romania,member,2013.0,80.2516295,4815097.7700000005,10615473.47016149
Europe,Slovakia,member,2013.0,470.339261,28220355.66,62215234.484688684
Europe,Slovenia,member,2013.0,73.5915989,4415495.933999999,9734502.222783094
Europe,Spain,member,2013.0,1635.95323,98157193.8,216399569.94879457
Europe,Sweden,member,2013.0,534.2394246,32054365.476000004,70667779.25743726
Asia & Oceania,Japan,member,2013.0,91.5891806,5495350.836,12115174.76804791
Europe,Norway,member,2013.0,18.4237839,1105427.034,2437049.445960949
Europe,Russian Federation,member,2013.0,762.4492167,45746953.002,100854767.46891797
Europe,Switzerland,member,2013.0,1546.5963792,92795782.752,204579681.86733726
Africa,Tunisia,member,2013.0,9.5690913,574145.478,1265774.1090316814
Europe,United Kingdom,member,2013.0,1380.325083,82819504.97999999,182585754.2093267
North America,United States of America,member,2013.0,3247.9049617,194874297.702,429624285.13096064
Europe,Austria,member,2014.0,386.3713576,23182281.456,51108182.123991355
Europe,Belgium,member,2014.0,3952.8124658,237168747.948,522867586.9220016
Europe,Bulgaria,member,2014.0,244.4727217,14668363.302,32338205.56110356
Europe,Croatia,member,2014.0,51.2135581,3072813.486,6774394.123961358
Europe,Cyprus,member,2014.0,8.4081834,504491.004,1112212.2799382189
Europe,Czechia,member,2014.0,824.5069852,49470419.112,109063605.0867158
Europe,Denmark,member,2014.0,105.3955838,6323735.028,13941449.297314042
Europe,Estonia,member,2014.0,13.5215631,811293.786,1788596.6335819329
Europe,Finland,member,2014.0,183.3193541,10999161.246,24248999.704307433
Europe,France,member,2014.0,1097.0192742,65821156.45199999,145110810.51040727
Europe,Germany,member,2014.0,12910.9763369,774658580.214,1707829830.1499872
Europe,Greece,member,2014.0,145.6669274,8740015.644,19268436.204085294
Europe,Hungary,member,2014.0,433.7831845,26026991.07,57379693.291609935
Europe,Ireland,member,2014.0,35.8078355,2148470.13,4736565.8509670105
Europe,Italy,member,2014.0,3469.4516042,208167096.252,458929889.5219856
Europe,Latvia,member,2014.0,103.2134286,6192805.716,13652799.574215587
Europe,Lithuania,member,2014.0,173.4177447,10405064.681999998,22939240.979749672
Europe,Luxembourg,member,2014.0,157.6771708,9460630.248,20857119.461699177
Europe,Malta,member,2014.0,0.02215,1329.0,2929.94346443865
Europe,Netherlands,member,2014.0,2215.9346737,132956080.422,293117982.6108491
Europe,Poland,member,2014.0,2079.1090428,124746542.568,275019049.7429868
Europe,Portugal,member,2014.0,226.8402279,13610413.674,30005825.87843697
Europe,Romania,member,2014.0,45.6821853,2740931.118,6042718.747675411
Europe,Slovakia,member,2014.0,420.7915406,25247492.436,55661192.96939237
Europe,Slovenia,member,2014.0,81.4970653,4889823.9180000005,10780216.426486
Europe,Spain,member,2014.0,1906.1295814,114367774.884,252137783.71991467
Europe,Sweden,member,2014.0,546.9459939,32816759.634,72348570.66493033
Asia & Oceania,Japan,member,2014.0,110.8675715,6652054.289999999,14665269.36950834
Europe,Norway,member,2014.0,14.2205074,853230.444,1881051.1384935197
Europe,Russian Federation,member,2014.0,725.9496009,43556976.054,96026694.74802715
Europe,Switzerland,member,2014.0,1615.5280938,96931685.628,213697786.90954134
Africa,Tunisia,member,2014.0,0.1757472,10544.832,23247.37517080778
Europe,United Kingdom,member,2014.0,1389.9362838,83396177.028,183857098.4517361
North America,United States of America,member,2014.0,3360.741097,201644465.82,444549950.9176311
Europe,Austria,member,2015.0,377.5517359,22653104.154,49941545.87303261
Europe,Belgium,member,2015.0,4459.9035349,267594212.09399995,589944253.4585592
Europe,Bulgaria,member,2015.0,275.4994882,16529969.291999998,36442344.23962902
Europe,Croatia,member,2015.0,62.5539035,3753234.21,8274465.044467313
Europe,Cyprus,member,2015.0,2.5774167,154645.002,340933.8697652385
Europe,Czechia,member,2015.0,1359.471411,81568284.66000001,179827285.58693635
Europe,Denmark,member,2015.0,109.3770105,6562620.63,14468101.899517499
Europe,Estonia,member,2015.0,7.1445661,428673.966,945064.3228417578
Europe,Finland,member,2015.0,210.7429477,12644576.862,27876520.193686284
Europe,France,member,2015.0,1209.4397928,72566387.568,159981499.6183474
Europe,Germany,member,2015.0,12495.9721438,749758328.628,1652934172.2137353
Europe,Greece,member,2015.0,161.0725943,9664355.658,21306257.109230842
Europe,Hungary,member,2015.0,310.6652084,18639912.504,41093972.77562308
Europe,Ireland,member,2015.0,64.9689282,3898135.692,8593918.129624104
Europe,Italy,member,2015.0,3668.9998906,220139993.436,485325609.5029161
Europe,Latvia,member,2015.0,95.3752567,5722515.402,12615986.909134246
Europe,Lithuania,member,2015.0,215.6403163,12938418.978,28524331.169872157
Europe,Luxembourg,member,2015.0,153.7745181,9226471.086,20340886.876040537
Europe,Malta,member,2015.0,0.9275,55650.0,122687.2489059525
Europe,Netherlands,member,2015.0,2480.474608,148828476.48,328110626.02327865
Europe,Poland,member,2015.0,2245.8196474,134749178.844,297071087.9551939
Europe,Portugal,member,2015.0,232.1503205,13929019.23,30708230.894641668
Europe,Romania,member,2015.0,29.9379998,1796279.9880000001,3960119.4967212467
Europe,Slovakia,member,2015.0,643.1145409,38586872.453999996,85069491.91852902
Europe,Slovenia,member,2015.0,84.1916495,5051498.97,11136648.903513974
Europe,Spain,member,2015.0,1907.7026713,114462160.278,252345867.89469928
Europe,Sweden,member,2015.0,497.9299982,29875799.891999997,65864864.28776698
Asia & Oceania,Japan,member,2015.0,116.6093003,6996558.018,15424770.0815688
Europe,Norway,member,2015.0,12.1972117,731832.702,1613414.93023881
Europe,Russian Federation,member,2015.0,864.3499822,51860998.932,114333931.43722588
Europe,Switzerland,member,2015.0,1640.9878945,98459273.67,217065542.06380206
Africa,Tunisia,member,2015.0,0.8171221,49027.325999999994,108086.75198841466
Europe,United Kingdom,member,2015.0,1301.724771,78103486.25999999,172188712.65414664
North America,United States of America,member,2015.0,2958.1793828,177490762.968,391300151.20866907
Europe,Austria,member,2016.0,307.6914777,18461488.662,40700615.53727249
Europe,Belgium,member,2016.0,4550.0453598,273002721.58800006,601867975.8395222
Europe,Bulgaria,member,2016.0,326.8140544,19608843.264,43230099.44812539
Europe,Croatia,member,2016.0,99.0814808,5944888.847999999,13106236.438684585
Europe,Cyprus,member,2016.0,3.6729326,220375.956,485845.81790942024
Europe,Czechia,member,2016.0,973.3446648,58400679.888000004,128751460.01250513
Europe,Denmark,member,2016.0,152.4568042,9147408.251999998,20166583.163656563
Europe,Estonia,member,2016.0,13.4802672,808816.032,1783134.1210621535
Europe,Finland,member,2016.0,241.5549169,14493295.013999999,31952246.05301021
Europe,France,member,2016.0,1297.6607693,77859646.158,171651137.24916327
Europe,Germany,member,2016.0,13313.3689797,798802138.7820001,1761057265.5409606
Europe,Greece,member,2016.0,197.4231152,11845386.912,26114607.950761117
Europe,Hungary,member,2016.0,354.8320335,21289922.01,46936243.68066823
Europe,Ireland,member,2016.0,84.8406358,5090438.148,11222495.09620902
Europe,Italy,member,2016.0,4192.8756913,251572541.478,554622515.9786962
Europe,Latvia,member,2016.0,120.2792542,7216755.251999999,15910221.884913996
Europe,Lithuania,member,2016.0,257.3916138,15443496.828000002,34047082.46747752
Europe,Luxembourg,member,2016.0,171.0033106,10260198.636,22619866.017600115
Europe,Malta,member,2016.0,0.9015834,54095.004,119259.06954746624
Europe,Netherlands,member,2016.0,2702.3006782,162138040.69200003,357453192.3720191
Europe,Poland,member,2016.0,1851.7801525,111106809.15,244948584.89366058
Europe,Portugal,member,2016.0,261.9647428,15717884.568,34652003.88623981
Europe,Romania,member,2016.0,61.2437462,3674624.772,8101160.899161599
Europe,Slovakia,member,2016.0,680.3184822,40819108.932,89990730.95524658
Europe,Slovenia,member,2016.0,130.2055807,7812334.842,17223250.122140147
Europe,Spain,member,2016.0,2125.0841861,127505051.16600001,281100520.20070535
Europe,Sweden,member,2016.0,551.5605991,33093635.946,72958978.44581993
Asia & Oceania,Japan,member,2016.0,110.8726887,6652361.322,14665946.25920117
Europe,Norway,member,2016.0,17.6035049,1056210.294,2328545.107583239
Europe,Russian Federation,member,2016.0,794.3551758,47661310.548,105075203.42113882
Europe,Switzerland,member,2016.0,1747.9076296,104874457.77600001,231208602.06722227
Africa,Tunisia,member,2016.0,0.1094253,6565.518,14474.489506963368
Europe,United Kingdom,member,2016.0,1568.285551,94097133.06,207448668.19530553
North America,United States of America,member,2016.0,3174.9637166,190497822.99600002,419975809.9901588
Europe,Austria,member,2017.0,308.2931411,18497588.466000002,40780201.98181524
Europe,Belgium,member,2017.0,4377.3242642,262639455.85199994,579020885.7616935
Europe,Bulgaria,member,2017.0,291.8707366,17512244.196,38607889.71386296
Europe,Croatia,member,2017.0,77.9684384,4678106.304,10313458.985217493
Europe,Cyprus,member,2017.0,1.6965126,101790.756,224410.20337281362
Europe,Czechia,member,2017.0,702.7941079,42167646.474,92963747.32675378
Europe,Denmark,member,2017.0,119.6739743,7180438.458000001,15830157.059308533
Europe,Estonia,member,2017.0,24.5256485,1471538.91,3244187.969918491
Europe,Finland,member,2017.0,297.9902161,17879412.966000002,39417358.29024181
Europe,France,member,2017.0,1514.3985785,90863914.71000001,200320641.879515
Europe,Germany,member,2017.0,13599.6999781,815981998.686,1798932373.3255327
Europe,Greece,member,2017.0,111.350958,6681057.4799999995,14729210.458288154
Europe,Hungary,member,2017.0,313.313674,18798820.44,41444304.80612017
Europe,Ireland,member,2017.0,136.6787016,8200722.096,18079497.44834675
Europe,Italy,member,2017.0,4417.1124337,265026746.02199998,584283959.6753957
Europe,Latvia,member,2017.0,111.4023678,6684142.068,14736010.81077204
Europe,Lithuania,member,2017.0,192.1041349,11526248.094,25411027.293087848
Europe,Luxembourg,member,2017.0,168.7664671,10125988.026,22323982.270701826
Europe,Malta,member,2017.0,0.37963,22777.8,50216.45315597493
Europe,Netherlands,member,2017.0,3103.6020774,186216124.644,410536280.9434017
Europe,Poland,member,2017.0,1758.323962,105499437.71999998,232586446.98996717
Europe,Portugal,member,2017.0,250.4148128,15024888.768,33124209.668712776
Europe,Romania,member,2017.0,51.2395188,3074371.128,6777828.1367513025
Europe,Slovakia,member,2017.0,570.5707707,34234246.242,75473593.70709655
Europe,Slovenia,member,2017.0,211.8749783,12712498.698,28026262.209849473
Europe,Spain,member,2017.0,2274.9666091,136497996.546,300926571.02251476
Europe,Sweden,member,2017.0,580.5817925,34834907.55,76797825.21478336
Asia & Oceania,Japan,member,2017.0,112.6107069,6756642.413999999,14895846.713655591
Europe,Norway,member,2017.0,19.4660515,1167963.0899999999,2574917.8496998274
Europe,Russian Federation,member,2017.0,955.5383097,57332298.582,126396082.41653588
Europe,Switzerland,member,2017.0,1861.1820353,111670922.118,246192241.10419232
Africa,Tunisia,member,2017.0,0.2386979,14321.874,31574.327407685345
Europe,United Kingdom,member,2017.0,1662.2088914,99732533.484,219872599.453239
North America,United States of America,member,2017.0,2929.6722184,175780333.104,387529298.8374068
Europe,Austria,member,2018.0,257.4135488,15444812.928,34049983.97131013
Europe,Belgium,member,2018.0,4377.3267477,262639604.86200002,579021214.2725105
Europe,Bulgaria,member,2018.0,311.5245159,18691470.954,41207639.7008406
Europe,Croatia,member,2018.0,85.5762211,5134573.266,11319796.375769837
Europe,Cyprus,member,2018.0,1.2149501,72897.006,160710.38849273516
Europe,Czechia,member,2018.0,745.5644342,44733866.052,98621293.06104696
Europe,Denmark,member,2018.0,128.4561954,7707371.724,16991846.057737436
Europe,Estonia,member,2018.0,20.6950076,1241700.456,2737480.9148590607
Europe,Finland,member,2018.0,178.5909506,10715457.036,23623538.98502735
Europe,France,member,2018.0,1648.7118051,98922708.306,218087240.54607648
Europe,Germany,member,2018.0,13769.768227,826186093.62,1821428551.852534
Europe,Greece,member,2018.0,100.795744,6047744.640000001,13332994.644516086
Europe,Hungary,member,2018.0,331.6335578,19898013.468000002,43867610.62142877
Europe,Ireland,member,2018.0,69.477058,4168623.4800000004,9190241.625983072
Europe,Italy,member,2018.0,4659.4247008,279565482.048,616336386.0114208
Europe,Latvia,member,2018.0,144.7737924,8686427.543999998,19150294.666563332
Europe,Lithuania,member,2018.0,179.7156878,10782941.268000001,23772316.249512725
Europe,Luxembourg,member,2018.0,177.6898884,10661393.304,23504348.858438514
Europe,Malta,member,2018.0,0.4043817,24262.902000000002,53490.54262092961
Europe,Netherlands,member,2018.0,3375.5802812,202534816.872,446512838.9882583
Europe,Poland,member,2018.0,1889.2677,113356062.00000001,249907338.6090312
Europe,Portugal,member,2018.0,266.7829802,16006978.811999999,35289347.59640884
Europe,Romania,member,2018.0,54.3790637,3262743.822,7193118.83928253
Europe,Slovakia,member,2018.0,611.9188511,36715131.066,80943008.51229131
Europe,Slovenia,member,2018.0,332.0674932,19924049.592,43925010.449384466
Europe,Spain,member,2018.0,2585.4033336,155124200.016,341990320.55165774
Europe,Sweden,member,2018.0,579.0364298,34742185.787999995,76593408.72074036
Asia & Oceania,Japan,member,2018.0,124.0694889,7444169.334,16411584.114618449
Europe,Norway,member,2018.0,9.1736828,550420.968,1213470.517593375
Europe,Russian Federation,member,2018.0,1054.0377889,63242267.33399999,139425333.22162166
Europe,Switzerland,member,2018.0,1945.574441,116734466.46,257355445.50730607
Africa,Tunisia,member,2018.0,0.1661725,9970.35,21980.85915776215
Europe,United Kingdom,member,2018.0,1888.9093372,113334560.232,249859935.32488856
North America,United States of America,member,2018.0,2902.3896509,174143379.05400002,383920432.9078479
Europe,Austria,member,2019.0,274.1619791,16449718.746,36265422.07050161
Europe,Belgium,member,2019.0,5013.5201877,300811211.26199996,663175201.2543046
Europe,Bulgaria,member,2019.0,361.8300649,21709803.894,47861924.780639626
Europe,Croatia,member,2019.0,85.9117545,5154705.27,11364179.847211411
Europe,Cyprus,member,2019.0,23.2603001,1395618.0059999998,3076811.0274887886
Europe,Czechia,member,2019.0,766.2201014,45973206.084,101353570.13175845
Europe,Denmark,member,2019.0,129.7925377,7787552.262,17168613.88564434
Europe,Estonia,member,2019.0,25.3390637,1520343.822,3351784.38297109
Europe,Finland,member,2019.0,167.551473,10053088.379999999,22163266.062005367
Europe,France,member,2019.0,1811.9315623,108715893.738,239677518.68943557
Europe,Germany,member,2019.0,13801.1106306,828066637.836,1825574442.1725166
Europe,Greece,member,2019.0,106.8041612,6408249.672,14127772.193354044
Europe,Hungary,member,2019.0,355.2445535,21314673.209999997,46990810.73610615
Europe,Ireland,member,2019.0,68.7418295,4124509.7699999996,9092987.54298334
Europe,Italy,member,2019.0,5438.0121142,326280726.852,719325871.4915799
Europe,Latvia,member,2019.0,121.2474958,7274849.748,16038298.325000571
Europe,Lithuania,member,2019.0,222.1839943,13331039.658,29389911.60280629
Europe,Luxembourg,member,2019.0,178.6462276,10718773.656000001,23630850.880507432
Europe,Malta,member,2019.0,0.2552333,15313.998,33761.586421765656
Europe,Netherlands,member,2019.0,3323.9372038,199436232.22800002,439681629.18637884
Europe,Poland,member,2019.0,1951.82807,117109684.2,258182659.02502954
Europe,Portugal,member,2019.0,288.5674381,17314046.286000002,38170938.11787358
Europe,Romania,member,2019.0,56.9236973,3415421.838,7529716.247215306
Europe,Slovakia,member,2019.0,546.5235979,32791415.874,72292697.23831159
Europe,Slovenia,member,2019.0,415.4892241,24929353.446,54959816.55514585
Europe,Spain,member,2019.0,2775.8279564,166549677.384,367179186.4225857
Europe,Sweden,member,2019.0,578.9060869,34734365.214,76576167.30638412
Asia & Oceania,Japan,member,2019.0,157.8228342,9469370.052,20876387.43130811
Europe,Norway,member,2019.0,15.2580558,915483.348,2018295.298927776
Europe,Russian Federation,member,2019.0,1096.5416371,65792498.225999996,145047629.93706557
Europe,Switzerland,member,2019.0,2113.8552257,126831313.54200003,279615182.9936435
Africa,Tunisia,member,2019.0,0.1487495,8924.970000000001,19676.190761332597
Europe,United Kingdom,member,2019.0,1780.1083265,106806499.59,235468025.15672675
North America,United States of America,member,2019.0,2842.4177615,170545065.69,375987509.86506826
