country,harvest_group,crop_year,crop_year_beg,crop_year_end,exports_1k_bags,exports_kg,exports_lb
Costa Rica,October,2003/04,2003,2004,1505.432,90325920.0,199134566.57141337
Côte d'Ivoire,October,2003/04,2003,2004,2604.325,156259500.0,344493228.5789701
Democratic Republic of Congo,October,2003/04,2003,2004,273.177,16390620.0,36135131.63814705
El Salvador,October,2003/04,2003,2004,1346.897,80813820.0,178163975.73011398
Equatorial Guinea,October,2003/04,2003,2004,0.0,0.0,0.0
Ethiopia,October,2003/04,2003,2004,2373.717,142423020.0,313989011.76419497
Gabon,October,2003/04,2003,2004,0.0,0.0,0.0
Ghana,October,2003/04,2003,2004,19.1419,1148514.0,2532039.9459114308
Guatemala,October,2003/04,2003,2004,3305.931,198355860.0,437299816.13251156
Guinea,October,2003/04,2003,2004,345.529,20731740.0,45705662.99431252
Guyana,October,2003/04,2003,2004,0.6752,40512.0,89313.6716563872
Honduras,October,2003/04,2003,2004,2793.76,167625600.0,369551189.7611794
India,October,2003/04,2003,2004,3826.272,229576320.0,506129148.5130746
Jamaica,October,2003/04,2003,2004,26.6311,1597866.0,3522691.530284972
Kenya,October,2003/04,2003,2004,820.405,49224300.0,108521005.32473096
Lao People's Democratic Republic,October,2003/04,2003,2004,258.4625,15507749.999999998,34188736.46399433
Liberia,October,2003/04,2003,2004,0.08,4800.0,10582.18858488
Mexico,October,2003/04,2003,2004,2423.0193,145381158.0,320510589.7175491
Nepal,October,2003/04,2003,2004,3.1144,186863.99999999997,411964.60160937835
Nicaragua,October,2003/04,2003,2004,1270.364,76221840.0,168040392.7430312
Nigeria,October,2003/04,2003,2004,6.1504,369024.00000000006,813558.6584055745
Panama,October,2003/04,2003,2004,104.931,6295860.0,13879995.380000541
Sierra Leone,October,2003/04,2003,2004,30.5163,1830978.0000000002,4036615.51890967
Sri Lanka,October,2003/04,2003,2004,7.8942,473652.0,1044223.9140844962
Thailand,October,2003/04,2003,2004,348.6,20916000.0,46111886.7586146
Togo,October,2003/04,2003,2004,151.509,9090540.0,20041210.1288323
Trinidad & Tobago,October,2003/04,2003,2004,2.0967,125801.99999999999,277345.93507397367
Uganda,October,2003/04,2003,2004,2523.062,151383720.0,333743973.69180626
Venezuela,October,2003/04,2003,2004,179.8447,10790681.999999998,23789381.6423896
Viet Nam,October,2003/04,2003,2004,14497.173,869830380.0,1917647732.9203818
Yemen,October,2003/04,2003,2004,47.3027,2838162.0000000005,6257076.1496750405
Angola,April,2004/05,2004,2005,4.77,286200.0,630962.99437347
Bolivia (Plurinational State of),April,2004/05,2004,2005,109.8071,6588426.0,14524993.001984708
Brazil,April,2004/05,2004,2005,27468.1457,1648088742.0,3633413723.429508
Burundi,April,2004/05,2004,2005,477.019,28621140.0,63098812.70713591
Ecuador,April,2004/05,2004,2005,761.435,45686100.0,100720609.56410128
Indonesia,April,2004/05,2004,2005,5822.439,349346340.0,770176844.0245016
Madagascar,April,2004/05,2004,2005,85.444,5126640.0,11302306.518081084
Malawi,April,2004/05,2004,2005,19.615,1176900.0,2594620.363655265
Papua New Guinea,April,2004/05,2004,2005,1010.687,60641220.0,133691005.42858265
Paraguay,April,2004/05,2004,2005,22.0519,1323114.0,2916967.055686441
Peru,April,2004/05,2004,2005,3305.1559,198309354.00000003,437197287.9528599
Rwanda,April,2004/05,2004,2005,457.69,27461400.0,60542023.66767159
Timor-Leste,April,2004/05,2004,2005,16.5932,995592.0,2194904.6453328854
Zimbabwe,April,2004/05,2004,2005,116.3133,6978798.0,15385615.944121536
Congo,July,2004/05,2004,2005,0.0,0.0,0.0
Cuba,July,2004/05,2004,2005,32.984,1979040.0,4363036.353546024
Dominican Republic,July,2004/05,2004,2005,40.841,2450460.0,5402339.549938551
Haiti,July,2004/05,2004,2005,27.211,1632660.0,3599399.169789621
Philippines,July,2004/05,2004,2005,39.813,2388780.0,5266358.426622843
Tanzania,July,2004/05,2004,2005,726.349,43580940.0,96079526.20548753
Zambia,July,2004/05,2004,2005,109.777,6586620.0,14521011.453529647
Cameroon,October,2004/05,2004,2005,658.382,39502920.0,87089031.0611308
Central African Republic,October,2004/05,2004,2005,41.715,2502900.0,5517949.960228365
Colombia,October,2004/05,2004,2005,11004.523,660271380.0,1455649220.9081178
Costa Rica,October,2004/05,2004,2005,1509.8399,90590394.0,199717631.9347045
Côte d'Ivoire,October,2004/05,2004,2005,1924.7278,115483667.99999999,254597906.92701492
Democratic Republic of Congo,October,2004/05,2004,2005,168.878,10132680.0,22338735.547967058
El Salvador,October,2004/05,2004,2005,1311.973,78718380.0,173544321.3033846
Equatorial Guinea,October,2004/05,2004,2005,0.0,0.0,0.0
Ethiopia,October,2004/05,2004,2005,2619.951,157197060.0,346560194.56431174
Gabon,October,2004/05,2004,2005,0.0,0.0,0.0
Ghana,October,2004/05,2004,2005,19.5239,1171434.0,2582569.896404233
Guatemala,October,2004/05,2004,2005,3457.359,207441540.0,457330311.79540163
Guinea,October,2004/05,2004,2005,266.116,15966960.0,35201121.21817408
Guyana,October,2004/05,2004,2005,0.5561,33366.0,73559.4384006471
Honduras,October,2004/05,2004,2005,2395.233,143713980.0,316835091.3840985
India,October,2004/05,2004,2005,2790.0102,167400612.0,369055176.12673455
Jamaica,October,2004/05,2004,2005,20.9576,1257456.0,2772215.9435810135
Kenya,October,2004/05,2004,2005,658.746,39524760.0,87137180.01919201
Lao People's Democratic Republic,October,2004/05,2004,2005,244.4417,14666502.0,32334102.09260827
Liberia,October,2004/05,2004,2005,0.78,46800.0,103176.33870258
Mexico,October,2004/05,2004,2005,1907.3474,114440844.00000001,252298873.5460069
Nepal,October,2004/05,2004,2005,2.4434,146604.0,323206.4948536974
Nicaragua,October,2004/05,2004,2005,1015.113,60906780.0,134276465.01204115
Nigeria,October,2004/05,2004,2005,5.1379,308274.00000000006,679627.834128187
Panama,October,2004/05,2004,2005,81.3892,4883352.0,10765948.289656442
Sierra Leone,October,2004/05,2004,2005,16.5255,991530.0,2185949.4682429307
Sri Lanka,October,2004/05,2004,2005,2.6437,158622.0,349701.6495230907
Thailand,October,2004/05,2004,2005,342.1,20526000.0,45252083.9360931
Togo,October,2004/05,2004,2005,149.588,8975280.0,19787105.32543787
Trinidad & Tobago,October,2004/05,2004,2005,1.1235,67410.0,148613.6109389085
Uganda,October,2004/05,2004,2005,2488.819,149329140.0,329214400.1454057
Venezuela,October,2004/05,2004,2005,29.1436,1748616.0,3855038.3905288596
Viet Nam,October,2004/05,2004,2005,13994.097,839645820.0,1851102169.1137931
Yemen,October,2004/05,2004,2005,69.5589,4173533.9999999995,9201067.469460117
Angola,April,2005/06,2005,2006,4.965,297900.0,656757.079049115
Bolivia (Plurinational State of),April,2005/06,2005,2006,68.9692,4138152.0,9123063.511853822
Brazil,April,2005/06,2005,2006,25077.9797,1504678782.0,3317248881.4149046
Burundi,April,2005/06,2005,2006,232.164,13929840.0,30710040.382751003
Ecuador,April,2005/06,2005,2006,1001.3007,60078042.0,132449410.46965443
Indonesia,April,2005/06,2005,2006,6794.9594,407697563.99999994,898819272.467538
Madagascar,April,2005/06,2005,2006,123.482,7408920.0,16333872.635476902
Malawi,April,2005/06,2005,2006,21.416,1284960.0,2832851.8841723762
Papua New Guinea,April,2005/06,2005,2006,1253.4108,75204648.0,165797868.24906635
Paraguay,April,2005/06,2005,2006,21.7337,1304021.9999999998,2874876.4005900803
Peru,April,2005/06,2005,2006,2271.8349,136310094.0,300512316.8188999
Rwanda,April,2005/06,2005,2006,276.0107,16560642.0,36509965.985559225
Timor-Leste,April,2005/06,2005,2006,23.5228,1411368.0,3111533.820555191
Zimbabwe,April,2005/06,2005,2006,61.9299,3715794.0,8191923.510534499
Congo,July,2005/06,2005,2006,0.0,0.0,0.0
Cuba,July,2005/06,2005,2006,14.5833,874998.0,1929040.3848735064
Dominican Republic,July,2005/06,2005,2006,92.8889,5573334.000000001,12287098.21552575
Haiti,July,2005/06,2005,2006,24.0064,1440383.9999999998,3175503.15055079
Philippines,July,2005/06,2005,2006,31.3372,1880232.0,4145202.001526269
Tanzania,July,2005/06,2005,2006,754.0736,45244416.00000001,99746863.02599211
Zambia,July,2005/06,2005,2006,102.336,6140160.0,13536735.637778496
Cameroon,October,2005/06,2005,2006,778.7156,46722936.0,103006441.66484976
Central African Republic,October,2005/06,2005,2006,20.1639,1209834.0,2667227.405083273
Colombia,October,2005/06,2005,2006,10751.2337,645074022.0000001,1422144781.6689649
Costa Rica,October,2005/06,2005,2006,1317.5288,79051728.0,174279227.84513307
Côte d'Ivoire,October,2005/06,2005,2006,1807.8097,108468582.0,239132289.6371917
Democratic Republic of Congo,October,2005/06,2005,2006,136.198,8171880.0,18015911.51104358
El Salvador,October,2005/06,2005,2006,1268.587,76115220.0,167805335.87908956
Equatorial Guinea,October,2005/06,2005,2006,0.0,0.0,0.0
Ethiopia,October,2005/06,2005,2006,2702.486,162149160.0,357477706.24997514
Gabon,October,2005/06,2005,2006,0.391,23460.0,51720.446708601
Ghana,October,2005/06,2005,2006,10.7849,647094.0,1426598.0708634038
Guatemala,October,2005/06,2005,2006,3348.1968,200891808.00000003,442890624.4611469
Guinea,October,2005/06,2005,2006,495.884,29753040.0,65594225.05280793
Guyana,October,2005/06,2005,2006,1.4144,84864.0,187093.0941806784
Honduras,October,2005/06,2005,2006,2928.56,175713600.0,387382177.52670217
India,October,2005/06,2005,2006,3410.2898,204617388.0,451104122.40865874
Jamaica,October,2005/06,2005,2006,20.5457,1232742.0,2717730.9001046126
Kenya,October,2005/06,2005,2006,620.135,37208100.0,82029818.976057
Lao People's Democratic Republic,October,2005/06,2005,2006,139.646,8378760.0,18472003.839051906
Liberia,October,2005/06,2005,2006,0.361,21660.0,47752.125989271
Mexico,October,2005/06,2005,2006,2507.6637,150459822.0,331707127.2607243
Nepal,October,2005/06,2005,2006,2.6441,158646.0,349754.56046601513
Nicaragua,October,2005/06,2005,2006,1427.0265,85621590.0,188763294.23276573
Nigeria,October,2005/06,2005,2006,28.5718,1714308.0,3779402.19761843
Panama,October,2005/06,2005,2006,109.3307,6559842.0,14461976.068961747
Sierra Leone,October,2005/06,2005,2006,54.9662,3297972.0,7270783.677427888
Sri Lanka,October,2005/06,2005,2006,5.9432,356592.0,786150.7899707352
Thailand,October,2005/06,2005,2006,623.2151,37392906.0,82437246.4643106
Togo,October,2005/06,2005,2006,126.3929,7583574.0,16718918.794873493
Trinidad & Tobago,October,2005/06,2005,2006,0.8624,51744.00000000001,114075.99294500642
Uganda,October,2005/06,2005,2006,2001.974,120118440.0,264815830.1253319
Venezuela,October,2005/06,2005,2006,47.8009,2868054.0,6322976.72908738
Viet Nam,October,2005/06,2005,2006,13121.8363,787310178.0,1735721828.8315501
Yemen,October,2005/06,2005,2006,65.1808,3910848.0,8621943.97141683
Angola,April,2006/07,2006,2007,5.095,305700.0,673953.135499545
Bolivia (Plurinational State of),April,2006/07,2006,2007,104.4297,6265782.0,13813684.740780536
Brazil,April,2006/07,2006,2007,28485.7338,1709144028.0,3768017588.1286297
Burundi,April,2006/07,2006,2007,372.734,22364040.0,49304268.49995828
Ecuador,April,2006/07,2006,2007,1025.0199,61501194.0,135586923.56318548
Indonesia,April,2006/07,2006,2007,4769.6737,286180422.0,630919832.2717794
Madagascar,April,2006/07,2006,2007,131.427,7885620.0,17384816.239312798
Malawi,April,2006/07,2006,2007,16.663,999780.0,2204137.604873193
Papua New Guinea,April,2006/07,2006,2007,811.2022,48672132.0,107303683.26086928
Paraguay,April,2006/07,2006,2007,24.7537,1485221.9999999998,3274354.0196693004
Peru,April,2006/07,2006,2007,4113.0586,246783516.0,544064522.0732814
Rwanda,April,2006/07,2006,2007,393.013,23580780.0,51986721.02886804
Timor-Leste,April,2006/07,2006,2007,46.2077,2772462.0000000005,6112232.443419496
Zimbabwe,April,2006/07,2006,2007,46.149,2768940.0,6104467.762545339
Congo,July,2006/07,2006,2007,0.0,0.0,0.0
Cuba,July,2006/07,2006,2007,17.85,1071000.0,2361150.82800135
Dominican Republic,July,2006/07,2006,2007,83.6691,5020146.0,11067527.43658979
Haiti,July,2006/07,2006,2007,22.112,1326720.0,2924916.924860832
Philippines,July,2006/07,2006,2007,42.1089,2526534.0,5570054.011273168
Tanzania,July,2006/07,2006,2007,763.757,45825420.0,101027757.58777742
Zambia,July,2006/07,2006,2007,55.4696,3328176.0,7337372.099098246
Cameroon,October,2006/07,2006,2007,742.0504,44523024.0,98156465.90357047
Central African Republic,October,2006/07,2006,2007,118.5037,7110222.0,15675356.26757555
Colombia,October,2006/07,2006,2007,11176.5466,670592796.0,1478404048.1112423
Costa Rica,October,2006/07,2006,2007,1371.0731,82264386.0,181361926.34820044
Côte d'Ivoire,October,2006/07,2006,2007,2018.3274,121099644.0,266979014.66038162
Democratic Republic of Congo,October,2006/07,2006,2007,177.5227,10651361.999999998,23482233.618713457
El Salvador,October,2006/07,2006,2007,1193.761,71625660.0,157907550.34093666
Equatorial Guinea,October,2006/07,2006,2007,0.0,0.0,0.0
Ethiopia,October,2006/07,2006,2007,2769.74,166184400.0,366373887.6385691
Gabon,October,2006/07,2006,2007,1.103,66180.0,145901.925114033
Ghana,October,2006/07,2006,2007,21.2111,1272666.0,2805748.253659352
Guatemala,October,2006/07,2006,2007,3747.3303,224839818.00000003,495686949.0554369
Guinea,October,2006/07,2006,2007,426.9477,25616862.0,56475513.46600963
Guyana,October,2006/07,2006,2007,1.8626,111756.00000000001,246379.80572746863
Honduras,October,2006/07,2006,2007,3215.4716,192928295.99999997,425334085.7565728
India,October,2006/07,2006,2007,3393.0734,203584404.00000003,448826782.5142497
Jamaica,October,2006/07,2006,2007,21.9346,1316076.0,2901450.9216738604
Kenya,October,2006/07,2006,2007,791.08,47464800.0,104641971.82158588
Lao People's Democratic Republic,October,2006/07,2006,2007,251.0986,15065916.0,33214659.232491866
Liberia,October,2006/07,2006,2007,1.7276,103656.00000000001,228522.36249048365
Mexico,October,2006/07,2006,2007,2893.3381,173600286.0,382723117.67522985
Nepal,October,2006/07,2006,2007,3.5308,211848.0,467044.8931936788
Nicaragua,October,2006/07,2006,2007,1212.6002,72756012.00000001,160399549.9307901
Nigeria,October,2006/07,2006,2007,10.7351,644105.9999999999,1420010.6584693159
Panama,October,2006/07,2006,2007,112.1015,6726090.0,14828490.170599066
Sierra Leone,October,2006/07,2006,2007,34.472,2068320.0,4559865.061224792
Sri Lanka,October,2006/07,2006,2007,3.875,232500.0,512574.759580125
Thailand,October,2006/07,2006,2007,384.4689,23068134.0,50856530.06026713
Togo,October,2006/07,2006,2007,146.95,8817000.0,19438157.65685145
Trinidad & Tobago,October,2006/07,2006,2007,0.6981,41886.0,92342.82313880911
Uganda,October,2006/07,2006,2007,2704.236,162254160.0,357709191.6252694
Venezuela,October,2006/07,2006,2007,67.7861,4067166.0000000005,8966566.170419179
Viet Nam,October,2006/07,2006,2007,18089.7501,1085385006.0,2392864337.644398
Yemen,October,2006/07,2006,2007,69.234,4154040.0,9158090.556069775
Angola,April,2007/08,2007,2008,5.631,337860.0,744853.799018241
Bolivia (Plurinational State of),April,2007/08,2007,2008,72.5292,4351752.0,9593970.903880982
Brazil,April,2007/08,2007,2008,28044.4571,1682667426.0,3709646672.409711
Burundi,April,2007/08,2007,2008,276.846,16610760.0,36620457.2621211
Ecuador,April,2007/08,2007,2008,961.7028,57702168.0,127211504.90258917
Indonesia,April,2007/08,2007,2008,4417.5557,265053342.0,584342593.7701447
Madagascar,April,2007/08,2007,2008,155.4991,9329946.0,20569010.01223892
Malawi,April,2007/08,2007,2008,19.812,1188720.0,2620679.003045532
Papua New Guinea,April,2007/08,2007,2008,969.8383,58190298.0,128287647.34299281
Paraguay,April,2007/08,2007,2008,24.6302,1477811.9999999998,3258017.7660413915
Peru,April,2007/08,2007,2008,2657.9307,159475841.99999997,351584048.9117763
Rwanda,April,2007/08,2007,2008,223.0446,13382676.0,29503750.25048907
Timor-Leste,April,2007/08,2007,2008,36.3032,2178192.0,4802091.357932695
Zimbabwe,April,2007/08,2007,2008,32.2441,1934646.0000000002,4265164.336871616
Congo,July,2007/08,2007,2008,0.0,0.0,0.0
Cuba,July,2007/08,2007,2008,4.8567,291402.0,642431.4412523337
Dominican Republic,July,2007/08,2007,2008,79.9084,4794504.0,10570071.978950312
Haiti,July,2007/08,2007,2008,19.4114,1164684.0,2567688.6937067453
Philippines,July,2007/08,2007,2008,12.6113,756678.0,1668189.4362562143
Tanzania,July,2007/08,2007,2008,767.9622,46077732.00000001,101584010.33074166
Zambia,July,2007/08,2007,2008,60.4737,3628422.0000000005,7999301.222818222
Cameroon,October,2007/08,2007,2008,549.0876,32945256.0,72631856.66023944
Central African Republic,October,2007/08,2007,2008,36.801,2208060.0,4867939.026402111
Colombia,October,2007/08,2007,2008,11556.5634,693393803.9999999,1528671666.1490247
Costa Rica,October,2007/08,2007,2008,1402.1373,84128238.0,185471016.6311808
Côte d'Ivoire,October,2007/08,2007,2008,1665.4995,99929970.0,220307872.46279186
Democratic Republic of Congo,October,2007/08,2007,2008,215.9287,12955721.999999998,28562477.803599723
El Salvador,October,2007/08,2007,2008,1430.2911,85817465.99999999,189195126.8934432
Equatorial Guinea,October,2007/08,2007,2008,0.0,0.0,0.0
Ethiopia,October,2007/08,2007,2008,2805.6796,168340776.0,371127882.94938356
Gabon,October,2007/08,2007,2008,0.421,25260.0,55688.767427931
Ghana,October,2007/08,2007,2008,35.6644,2139864.0,4717592.582082428
Guatemala,October,2007/08,2007,2008,3821.6768,229300608.00000003,505521307.60075915
Guinea,October,2007/08,2007,2008,275.6894,16541363.999999998,36467465.2706552
Guyana,October,2007/08,2007,2008,1.6174,97043.99999999999,213945.39771481138
Honduras,October,2007/08,2007,2008,3394.7929,203687574.0,449054233.4301459
India,October,2007/08,2007,2008,3388.6594,203319564.0,448242910.25907886
Jamaica,October,2007/08,2007,2008,23.9226,1435356.0,3164418.308008129
Kenya,October,2007/08,2007,2008,627.105,37626300.0,82951792.15651466
Lao People's Democratic Republic,October,2007/08,2007,2008,253.123,15187380.0,33482441.514632255
Liberia,October,2007/08,2007,2008,1.8511,111066.0,244858.6161183921
Mexico,October,2007/08,2007,2008,2555.3183,153319098.0,338010751.8124371
Nepal,October,2007/08,2007,2008,2.4793,148757.99999999997,327955.25198116223
Nicaragua,October,2007/08,2007,2008,1639.9644,98397864.00000001,216930156.91611975
Nigeria,October,2007/08,2007,2008,2.1658,129947.99999999999,286486.30046416377
Panama,October,2007/08,2007,2008,119.0553,7143318.0,15748320.457868299
Sierra Leone,October,2007/08,2007,2008,37.0011,2220066.0,4894407.725600042
Sri Lanka,October,2007/08,2007,2008,3.4906,209436.00000000003,461727.34342977667
Thailand,October,2007/08,2007,2008,150.4208,9025248.000000002,19897265.908606473
Togo,October,2007/08,2007,2008,134.131,8047860.0,17742494.213481743
Trinidad & Tobago,October,2007/08,2007,2008,1.1349,68094.0,150121.5728122539
Uganda,October,2007/08,2007,2008,3209.995,192599700.0,424609655.5815235
Venezuela,October,2007/08,2007,2008,146.1205,8767230.0,19328433.588961978
Viet Nam,October,2007/08,2007,2008,15774.0988,946445927.9999999,2086556103.2266161
Yemen,October,2007/08,2007,2008,67.9537,4077222.0,8988735.855504502
Angola,April,2008/09,2008,2009,7.61,456600.0,1006630.68913671
Bolivia (Plurinational State of),April,2008/09,2008,2009,75.4186,4525115.999999999,9976173.100095382
Brazil,April,2008/09,2008,2009,30291.5177,1817491062.0,4006881910.295381
Burundi,April,2008/09,2008,2009,351.0322,21061932.0,46433611.747066416
Ecuador,April,2008/09,2008,2009,858.8473,51530838.0,113606051.17768762
Indonesia,April,2008/09,2008,2009,5667.3466,340040796.0,749661631.213481
Madagascar,April,2008/09,2008,2009,149.6884,8981304.0,19800385.972111892
Malawi,April,2008/09,2008,2009,19.753,1185180.0,2612874.638964183
Papua New Guinea,April,2008/09,2008,2009,1063.6529,63819174.00000001,140697194.70818138
Paraguay,April,2008/09,2008,2009,0.0149,894.0,1970.9326239339
Peru,April,2008/09,2008,2009,3823.262,229395720.0,505730993.6675685
Rwanda,April,2008/09,2008,2009,356.7282,21403692.0,47187063.57430987
Timor-Leste,April,2008/09,2008,2009,47.6918,2861508.0,6308545.26940475
Zimbabwe,April,2008/09,2008,2009,20.2492,1214951.9999999998,2678510.663661901
Congo,July,2008/09,2008,2009,0.0,0.0,0.0
Cuba,July,2008/09,2008,2009,7.4523,447138.0,985770.5498887653
Dominican Republic,July,2008/09,2008,2009,113.1015,6786090.0,14960767.527910067
Haiti,July,2008/09,2008,2009,18.6822,1120932.0,2471232.044755564
Philippines,July,2008/09,2008,2009,6.8337,410022.00000000006,903943.7766561809
Tanzania,July,2008/09,2008,2009,1116.4989,66989934.00000001,147687523.93263847
Zambia,July,2008/09,2008,2009,33.6967,2021801.9999999998,4457310.426101573
Cameroon,October,2008/09,2008,2009,539.9004,32394024.0,71416598.12315182
Central African Republic,October,2008/09,2008,2009,59.616,3576960.0,7885846.933452576
Colombia,October,2008/09,2008,2009,8716.1603,522969617.99999994,1152950650.3830528
Costa Rica,October,2008/09,2008,2009,1300.873,78052380.0,172076042.6372325
Côte d'Ivoire,October,2008/09,2008,2009,1615.8123,96948738.0,213735380.95460874
Democratic Republic of Congo,October,2008/09,2008,2009,172.9582,10377492.0,22878453.6212674
El Salvador,October,2008/09,2008,2009,1343.3264,80599584.0,177691666.19809932
Equatorial Guinea,October,2008/09,2008,2009,0.0,0.0,0.0
Ethiopia,October,2008/09,2008,2009,1867.9869,112079214.00000001,247092370.62356725
Gabon,October,2008/09,2008,2009,0.675,40500.0,89287.216184925
Ghana,October,2008/09,2008,2009,19.4006,1164036.0000000002,2566260.098247787
Guatemala,October,2008/09,2008,2009,3455.9658,207357948.0,457146022.981196
Guinea,October,2008/09,2008,2009,360.7819,21646914.0,47723276.29764147
Guyana,October,2008/09,2008,2009,1.4052,84312.0,185876.1424934172
Honduras,October,2008/09,2008,2009,3020.8802,181252812.0,399594049.60912514
India,October,2008/09,2008,2009,2953.666,177219960.0,390703132.8593521
Jamaica,October,2008/09,2008,2009,24.8915,1493490.0,3292581.8395067565
Kenya,October,2008/09,2008,2009,541.075,32464500.0,71571971.10704933
Lao People's Democratic Republic,October,2008/09,2008,2009,256.6104,15396624.000000002,33943745.570518635
Liberia,October,2008/09,2008,2009,7.4117,444702.0,980400.0891819387
Mexico,October,2008/09,2008,2009,2774.6492,166478951.99999997,367023263.64108026
Nepal,October,2008/09,2008,2009,1.7141,102846.0,226736.6181667851
Nicaragua,October,2008/09,2008,2009,1432.5182,85951092.0,189489721.79591057
Nigeria,October,2008/09,2008,2009,2.0048,120288.0,265189.6459370928
Panama,October,2008/09,2008,2009,65.1609,3909654.0,8619311.65200634
Sierra Leone,October,2008/09,2008,2009,66.2856,3977136.0000000005,8768083.995774023
Sri Lanka,October,2008/09,2008,2009,0.8644,51864.0,114340.5476596284
Thailand,October,2008/09,2008,2009,183.5626,11013756.0,24281175.629136167
Togo,October,2008/09,2008,2009,141.7531,8505185.999999998,18750725.45864191
Trinidad & Tobago,October,2008/09,2008,2009,0.4194,25164.0,55477.1236562334
Uganda,October,2008/09,2008,2009,3053.688,183221280.0,403933778.69231296
Venezuela,October,2008/09,2008,2009,22.1619,1329713.9999999998,2931517.5649906504
Viet Nam,October,2008/09,2008,2009,17386.1201,1043167206.0000001,2299790020.7196593
Yemen,October,2008/09,2008,2009,46.7968,2807807.9999999995,6190157.034611404
Angola,April,2009/10,2009,2010,3.42,205200.0,452388.56200362
Bolivia (Plurinational State of),April,2009/10,2009,2010,82.4751,4948505.999999999,10909588.271960454
Brazil,April,2009/10,2009,2010,30254.812,1815288720.0,4002026577.301131
Burundi,April,2009/10,2009,2010,172.937,10376220.0,22875649.341292407
Ecuador,April,2009/10,2009,2010,1156.2849,69377094.00000001,152950310.87061393
Indonesia,April,2009/10,2009,2010,7989.6699,479380193.99999994,1056852420.1592416
Madagascar,April,2009/10,2009,2010,44.9613,2697678.0,5947361.9452670645
Malawi,April,2009/10,2009,2010,15.922,955320.0,2106120.083105742
Papua New Guinea,April,2009/10,2009,2010,1048.9942,62939652.000000015,138758180.61056662
Paraguay,April,2009/10,2009,2010,0.0166,996.0000000000001,2195.8041313626004
Peru,April,2009/10,2009,2010,2999.0867,179945201.99999997,396711263.0225678
Rwanda,April,2009/10,2009,2010,266.9411,16016465.999999998,35310263.26569138
Timor-Leste,April,2009/10,2009,2010,46.9126,2814756.0,6205474.752588019
Zimbabwe,April,2009/10,2009,2010,17.3683,1042098.0000000002,2297432.8249846417
Congo,July,2009/10,2009,2010,0.0,0.0,0.0
Cuba,July,2009/10,2009,2010,6.103,366180.0,807288.711669033
Dominican Republic,July,2009/10,2009,2010,55.7995,3347970.0,7381010.399275145
Haiti,July,2009/10,2009,2010,10.5835,635010.0,1399957.4111009685
Philippines,July,2009/10,2009,2010,5.4181,325086.0,716691.9496467292
Tanzania,July,2009/10,2009,2010,647.9343,38876058.0,85707036.91515267
Zambia,July,2009/10,2009,2010,28.217,1693020.0,3732470.191244487
Cameroon,October,2009/10,2009,2010,821.5313,49291877.99999999,108669989.31227031
Central African Republic,October,2009/10,2009,2010,88.259,5295540.0,11674667.27891155
Colombia,October,2009/10,2009,2010,7195.8241,431749446.0,951844595.622805
Costa Rica,October,2009/10,2009,2010,1170.2556,70215335.99999999,154798318.14639866
Côte d'Ivoire,October,2009/10,2009,2010,2029.4484,121766904.0,268450071.1510373
Democratic Republic of Congo,October,2009/10,2009,2010,162.8372,9770231.999999998,21539674.487922765
El Salvador,October,2009/10,2009,2010,978.9297,58735782.00000001,129490233.70925005
Equatorial Guinea,October,2009/10,2009,2010,0.0,0.0,0.0
Ethiopia,October,2009/10,2009,2010,2904.199,174251940.0,384159768.8252489
Gabon,October,2009/10,2009,2010,0.81,48600.0,107144.65942191001
Ghana,October,2009/10,2009,2010,13.6085,816510.0,1800096.4169667435
Guatemala,October,2009/10,2009,2010,3445.7868,206747208.0,455799571.7611273
Guinea,October,2009/10,2009,2010,462.2465,27734790.0,61144745.44625916
Guyana,October,2009/10,2009,2010,0.9437,56621.99999999999,124830.14209439069
Honduras,October,2009/10,2009,2010,3160.8519,189651114.0,418109136.18345326
India,October,2009/10,2009,2010,4273.6521,256419126.00000003,565307405.8546056
Jamaica,October,2009/10,2009,2010,16.0842,965051.9999999999,2127575.470461586
Kenya,October,2009/10,2009,2010,506.74,30404400.0,67030228.04377614
Lao People's Democratic Republic,October,2009/10,2009,2010,290.8689,17452134.0,38475369.415957525
Liberia,October,2009/10,2009,2010,7.692,461520.0,1017477.432436212
Mexico,October,2009/10,2009,2010,2566.6243,153997458.0,339506279.6141953
Nepal,October,2009/10,2009,2010,1.1083,66498.0,146602.9951077813
Nicaragua,October,2009/10,2009,2010,1695.8036,101748215.99999999,224316418.7264801
Nigeria,October,2009/10,2009,2010,2.2687,136122.0,300097.6405314657
Panama,October,2009/10,2009,2010,63.7393,3824358.0,8431266.160853023
Sierra Leone,October,2009/10,2009,2010,97.7017,5862102.0,12923722.680792129
Sri Lanka,October,2009/10,2009,2010,1.5032,90192.0,198839.3235098952
Thailand,October,2009/10,2009,2010,288.7965,17327790.0,38201237.82066621
Togo,October,2009/10,2009,2010,201.9791,12118745.999999998,26717261.580054197
Trinidad & Tobago,October,2009/10,2009,2010,0.4069,24414.0,53823.6566898459
Uganda,October,2009/10,2009,2010,2668.971,160138260.0,353044430.619697
Venezuela,October,2009/10,2009,2010,19.2481,1154886.0000000002,2546087.8012578594
Viet Nam,October,2009/10,2009,2010,14591.3453,875480718.0,1930104595.8962805
Yemen,October,2009/10,2009,2010,43.1816,2590896.0000000005,5711947.932460679
Angola,April,2010/11,2010,2011,4.97,298200.0,657418.46583567
