country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb
Sierra Leone,October,2018/19,2018,2019,7.0,420000.0,925941.501177
Sri Lanka,October,2018/19,2018,2019,0.0,0.0,0.0
Thailand,October,2018/19,2018,2019,10.0,600000.0,1322773.57311
Togo,October,2018/19,2018,2019,10.0,600000.0,1322773.57311
Trinidad & Tobago,October,2018/19,2018,2019,0.0,0.0,0.0
Uganda,October,2018/19,2018,2019,900.0,54000000.0,119049621.5799
Venezuela,October,2018/19,2018,2019,0.0,0.0,0.0
Viet Nam,October,2018/19,2018,2019,5800.0,348000000.0,767208672.4038
Yemen,October,2018/19,2018,2019,0.0,0.0,0.0
Angola,April,2019/20,2019,2020,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2019/20,2019,2020,0.0,0.0,0.0
Brazil,April,2019/20,2019,2020,14893.0,893580000.0,1970006682.432723
Burundi,April,2019/20,2019,2020,20.0,1200000.0,2645547.14622
Ecuador,April,2019/20,2019,2020,3.0,180000.0,396832.071933
Indonesia,April,2019/20,2019,2020,500.0,30000000.0,66138678.6555
Madagascar,April,2019/20,2019,2020,10.0,600000.0,1322773.57311
Malawi,April,2019/20,2019,2020,0.0,0.0,0.0
Papua New Guinea,April,2019/20,2019,2020,5.0,300000.0,661386.786555
Paraguay,April,2019/20,2019,2020,0.0,0.0,0.0
Peru,April,2019/20,2019,2020,52.0,3120000.0,6878422.580172
Rwanda,April,2019/20,2019,2020,10.0,600000.0,1322773.57311
Timor-Leste,April,2019/20,2019,2020,0.0,0.0,0.0
Zimbabwe,April,2019/20,2019,2020,0.0,0.0,0.0
Congo,July,2019/20,2019,2020,0.0,0.0,0.0
Cuba,July,2019/20,2019,2020,0.0,0.0,0.0
Dominican Republic,July,2019/20,2019,2020,35.0,2100000.0,4629707.505885
Haiti,July,2019/20,2019,2020,0.0,0.0,0.0
Philippines,July,2019/20,2019,2020,0.0,0.0,0.0
Tanzania,July,2019/20,2019,2020,25.0,1500000.0,3306933.932775
Zambia,July,2019/20,2019,2020,0.0,0.0,0.0
Cameroon,October,2019/20,2019,2020,15.0,900000.0,1984160.359665
Central African Republic,October,2019/20,2019,2020,0.0,0.0,0.0
Colombia,October,2019/20,2019,2020,416.0,24960000.0,55027380.641376
Costa Rica,October,2019/20,2019,2020,88.0,5280000.0,11640407.443368
Côte d'Ivoire,October,2019/20,2019,2020,350.0,21000000.0,46297075.05885
Democratic Republic of Congo,October,2019/20,2019,2020,3.0,180000.0,396832.071933
El Salvador,October,2019/20,2019,2020,25.0,1500000.0,3306933.932775
Equatorial Guinea,October,2019/20,2019,2020,0.0,0.0,0.0
Ethiopia,October,2019/20,2019,2020,650.0,39000000.0,85980282.25215
Gabon,October,2019/20,2019,2020,0.0,0.0,0.0
Ghana,October,2019/20,2019,2020,2.0,120000.0,264554.714622
Guatemala,October,2019/20,2019,2020,10.0,600000.0,1322773.57311
Guinea,October,2019/20,2019,2020,30.0,1800000.0,3968320.71933
Guyana,October,2019/20,2019,2020,0.0,0.0,0.0
Honduras,October,2019/20,2019,2020,200.0,12000000.0,26455471.4622
India,October,2019/20,2019,2020,475.0,28500000.0,62831744.722725004
Jamaica,October,2019/20,2019,2020,0.0,0.0,0.0
Kenya,October,2019/20,2019,2020,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2019/20,2019,2020,0.0,0.0,0.0
Liberia,October,2019/20,2019,2020,0.0,0.0,0.0
Mexico,October,2019/20,2019,2020,1136.0,68160000.0,150267077.905296
Nepal,October,2019/20,2019,2020,0.0,0.0,0.0
Nicaragua,October,2019/20,2019,2020,125.0,7500000.0,16534669.663875
Nigeria,October,2019/20,2019,2020,0.0,0.0,0.0
Panama,October,2019/20,2019,2020,6.0,360000.0,793664.143866
Sierra Leone,October,2019/20,2019,2020,5.0,300000.0,661386.786555
Sri Lanka,October,2019/20,2019,2020,0.0,0.0,0.0
Thailand,October,2019/20,2019,2020,12.0,720000.0,1587328.287732
Togo,October,2019/20,2019,2020,5.0,300000.0,661386.786555
Trinidad & Tobago,October,2019/20,2019,2020,0.0,0.0,0.0
Uganda,October,2019/20,2019,2020,900.0,54000000.0,119049621.5799
Venezuela,October,2019/20,2019,2020,0.0,0.0,0.0
Viet Nam,October,2019/20,2019,2020,5200.0,312000000.0,687842258.0172
Yemen,October,2019/20,2019,2020,0.0,0.0,0.0
