country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb
Papua New Guinea,April,2004/05,2004,2005,88.56,5313600.0,11714482.76346216
Paraguay,April,2004/05,2004,2005,18.0,1080000.0,2380992.431598
Peru,April,2004/05,2004,2005,133.0,7980000.0,17592888.522363
Rwanda,April,2004/05,2004,2005,8.957,537420.0,1184808.289434627
Timor-Leste,April,2004/05,2004,2005,0.0,0.0,0.0
Zimbabwe,April,2004/05,2004,2005,10.0,600000.0,1322773.57311
Congo,July,2004/05,2004,2005,0.0,0.0,0.0
Cuba,July,2004/05,2004,2005,30.0,1800000.0,3968320.71933
Dominican Republic,July,2004/05,2004,2005,209.0,12540000.0,27645967.677999
Haiti,July,2004/05,2004,2005,10.0,600000.0,1322773.57311
Philippines,July,2004/05,2004,2005,554.0,33240000.0,73281655.950294
Tanzania,July,2004/05,2004,2005,4.167,250020.0,551199.747914937
Zambia,July,2004/05,2004,2005,0.0,0.0,0.0
Cameroon,October,2004/05,2004,2005,11.0,660000.0,1455050.930421
Central African Republic,October,2004/05,2004,2005,29.0,1740000.0,3836043.362019
Colombia,October,2004/05,2004,2005,1556.227,93373620.0,205853594.9360256
Costa Rica,October,2004/05,2004,2005,189.0,11340000.0,25000420.531779
Côte d'Ivoire,October,2004/05,2004,2005,846.867,50812020.0,112021328.75389464
Democratic Republic of Congo,October,2004/05,2004,2005,9.124,547440.0,1206898.608105564
El Salvador,October,2004/05,2004,2005,127.6,7656000.0,16878590.7928836
Equatorial Guinea,October,2004/05,2004,2005,0.0,0.0,0.0
Ethiopia,October,2004/05,2004,2005,1317.0,79020000.0,174209279.578587
Gabon,October,2004/05,2004,2005,0.0,0.0,0.0
Ghana,October,2004/05,2004,2005,8.0,480000.0,1058218.858488
Guatemala,October,2004/05,2004,2005,153.0,9180000.0,20238435.668583002
Guinea,October,2004/05,2004,2005,29.0,1740000.0,3836043.362019
Guyana,October,2004/05,2004,2005,0.0,0.0,0.0
Honduras,October,2004/05,2004,2005,86.618,5197080.0,11457600.135564199
India,October,2004/05,2004,2005,856.0,51360000.0,113229417.858216
Jamaica,October,2004/05,2004,2005,14.48,868800.0,1915376.13386328
Kenya,October,2004/05,2004,2005,98.163,5889780.0,12984742.225719692
Lao People's Democratic Republic,October,2004/05,2004,2005,0.0,0.0,0.0
Liberia,October,2004/05,2004,2005,0.0,0.0,0.0
Mexico,October,2004/05,2004,2005,966.0,57960000.0,127779927.162426
Nepal,October,2004/05,2004,2005,0.0,0.0,0.0
Nicaragua,October,2004/05,2004,2005,219.456,13167360.0,29029059.726042815
Nigeria,October,2004/05,2004,2005,0.0,0.0,0.0
Panama,October,2004/05,2004,2005,79.0,4740000.0,10449911.227569
Sierra Leone,October,2004/05,2004,2005,17.0,1020000.0,2248715.074287
Sri Lanka,October,2004/05,2004,2005,3.0,180000.0,396832.071933
Thailand,October,2004/05,2004,2005,89.967,5398020.0,11900597.005198738
Togo,October,2004/05,2004,2005,9.383,562980.0,1241158.443649113
Trinidad & Tobago,October,2004/05,2004,2005,0.0,0.0,0.0
Uganda,October,2004/05,2004,2005,258.2,15492000.0,34154013.6577002
Venezuela,October,2004/05,2004,2005,128.0,7680000.0,16931501.735808
Viet Nam,October,2004/05,2004,2005,900.0,54000000.0,119049621.5799
Yemen,October,2004/05,2004,2005,0.0,0.0,0.0
Angola,April,2005/06,2005,2006,135.0,8100000.0,17857443.236985
Bolivia (Plurinational State of),April,2005/06,2005,2006,0.0,0.0,0.0
Brazil,April,2005/06,2005,2006,28923.0,1735380000.0,3825858005.506053
Burundi,April,2005/06,2005,2006,7.046,422760.0,932026.259613306
Ecuador,April,2005/06,2005,2006,47.0,2820000.0,6217035.793617
Indonesia,April,2005/06,2005,2006,286.0,17160000.0,37831324.190946
Madagascar,April,2005/06,2005,2006,11.583,694980.0,1532168.629733313
Malawi,April,2005/06,2005,2006,1.0,60000.0,132277.357311
Papua New Guinea,April,2005/06,2005,2006,73.387,4403220.0,9707438.420982357
Paraguay,April,2005/06,2005,2006,14.0,840000.0,1851883.002354
Peru,April,2005/06,2005,2006,33.0,1980000.0,4365152.791263
Rwanda,April,2005/06,2005,2006,0.0,0.0,0.0
Timor-Leste,April,2005/06,2005,2006,0.0,0.0,0.0
Zimbabwe,April,2005/06,2005,2006,10.0,600000.0,1322773.57311
Congo,July,2005/06,2005,2006,0.0,0.0,0.0
Cuba,July,2005/06,2005,2006,15.0,900000.0,1984160.359665
Dominican Republic,July,2005/06,2005,2006,280.84,16850400.0,37148773.02722124
Haiti,July,2005/06,2005,2006,8.0,480000.0,1058218.858488
Philippines,July,2005/06,2005,2006,314.0,18840000.0,41535090.195654
Tanzania,July,2005/06,2005,2006,4.0,240000.0,529109.429244
Zambia,July,2005/06,2005,2006,0.0,0.0,0.0
Cameroon,October,2005/06,2005,2006,11.0,660000.0,1455050.930421
Central African Republic,October,2005/06,2005,2006,13.0,780000.0,1719605.645043
Colombia,October,2005/06,2005,2006,1215.56,72933600.0,160791064.45295915
Costa Rica,October,2005/06,2005,2006,180.0,10800000.0,23809924.31598
Côte d'Ivoire,October,2005/06,2005,2006,741.072,44464320.0,98027045.73717739
Democratic Republic of Congo,October,2005/06,2005,2006,0.0,0.0,0.0
El Salvador,October,2005/06,2005,2006,129.0,7740000.0,17063779.093119
Equatorial Guinea,October,2005/06,2005,2006,0.0,0.0,0.0
Ethiopia,October,2005/06,2005,2006,1432.0,85920000.0,189421175.669352
Gabon,October,2005/06,2005,2006,0.0,0.0,0.0
Ghana,October,2005/06,2005,2006,5.0,300000.0,661386.786555
Guatemala,October,2005/06,2005,2006,99.667,5980020.0,13183687.371115437
Guinea,October,2005/06,2005,2006,29.0,1740000.0,3836043.362019
Guyana,October,2005/06,2005,2006,0.0,0.0,0.0
Honduras,October,2005/06,2005,2006,36.529,2191740.0,4831959.585213519
India,October,2005/06,2005,2006,1279.0,76740000.0,169182740.000769
Jamaica,October,2005/06,2005,2006,5.829,349740.0,771044.715765819
Kenya,October,2005/06,2005,2006,125.0,7500000.0,16534669.663875
Lao People's Democratic Republic,October,2005/06,2005,2006,0.0,0.0,0.0
Liberia,October,2005/06,2005,2006,0.0,0.0,0.0
Mexico,October,2005/06,2005,2006,1426.0,85560000.0,188627511.525486
Nepal,October,2005/06,2005,2006,0.0,0.0,0.0
Nicaragua,October,2005/06,2005,2006,144.142,8648520.0,19066722.837522164
Nigeria,October,2005/06,2005,2006,0.0,0.0,0.0
Panama,October,2005/06,2005,2006,21.0,1260000.0,2777824.503531
Sierra Leone,October,2005/06,2005,2006,10.0,600000.0,1322773.57311
Sri Lanka,October,2005/06,2005,2006,2.0,120000.0,264554.714622
Thailand,October,2005/06,2005,2006,132.25,7935000.0,17493680.50437975
Togo,October,2005/06,2005,2006,23.317,1399020.0,3084311.140420587
Trinidad & Tobago,October,2005/06,2005,2006,0.0,0.0,0.0
Uganda,October,2005/06,2005,2006,242.0,14520000.0,32011120.469262
Venezuela,October,2005/06,2005,2006,28.0,1680000.0,3703766.004708
Viet Nam,October,2005/06,2005,2006,580.0,34800000.0,76720867.24038
Yemen,October,2005/06,2005,2006,0.0,0.0,0.0
Angola,April,2006/07,2006,2007,140.0,8400000.0,18518830.02354
Bolivia (Plurinational State of),April,2006/07,2006,2007,0.0,0.0,0.0
Brazil,April,2006/07,2006,2007,14855.0,891300000.0,1964980142.8549051
Burundi,April,2006/07,2006,2007,17.291,1037460.0,2287207.785264501
Ecuador,April,2006/07,2006,2007,16.0,960000.0,2116437.716976
Indonesia,April,2006/07,2006,2007,150.0,9000000.0,19841603.59665
Madagascar,April,2006/07,2006,2007,20.25,1215000.0,2678616.48554775
Malawi,April,2006/07,2006,2007,3.0,180000.0,396832.071933
Papua New Guinea,April,2006/07,2006,2007,86.109,5166540.0,11390270.9606929
Paraguay,April,2006/07,2006,2007,16.0,960000.0,2116437.716976
Peru,April,2006/07,2006,2007,30.0,1800000.0,3968320.71933
Rwanda,April,2006/07,2006,2007,60.0,3600000.0,7936641.43866
Timor-Leste,April,2006/07,2006,2007,0.0,0.0,0.0
Zimbabwe,April,2006/07,2006,2007,10.0,600000.0,1322773.57311
Congo,July,2006/07,2006,2007,0.0,0.0,0.0
Cuba,July,2006/07,2006,2007,18.0,1080000.0,2380992.431598
Dominican Republic,July,2006/07,2006,2007,120.0,7200000.0,15873282.87732
Haiti,July,2006/07,2006,2007,0.0,0.0,0.0
Philippines,July,2006/07,2006,2007,150.0,9000000.0,19841603.59665
Tanzania,July,2006/07,2006,2007,7.333,439980.0,969989.861161563
Zambia,July,2006/07,2006,2007,0.0,0.0,0.0
Cameroon,October,2006/07,2006,2007,33.0,1980000.0,4365152.791263
Central African Republic,October,2006/07,2006,2007,13.0,780000.0,1719605.645043
Colombia,October,2006/07,2006,2007,1522.626,91357560.0,201408943.4530187
Costa Rica,October,2006/07,2006,2007,140.0,8400000.0,18518830.02354
Côte d'Ivoire,October,2006/07,2006,2007,715.64,42938400.0,94662967.98604403
Democratic Republic of Congo,October,2006/07,2006,2007,0.0,0.0,0.0
El Salvador,October,2006/07,2006,2007,110.9,6654000.0,14669558.9257899
Equatorial Guinea,October,2006/07,2006,2007,0.0,0.0,0.0
Ethiopia,October,2006/07,2006,2007,900.0,54000000.0,119049621.5799
Gabon,October,2006/07,2006,2007,0.0,0.0,0.0
Ghana,October,2006/07,2006,2007,5.0,300000.0,661386.786555
Guatemala,October,2006/07,2006,2007,127.0,7620000.0,16799224.378497
Guinea,October,2006/07,2006,2007,8.0,480000.0,1058218.858488
Guyana,October,2006/07,2006,2007,0.0,0.0,0.0
Honduras,October,2006/07,2006,2007,82.33,4939800.0,10890394.82741463
India,October,2006/07,2006,2007,1304.0,78240000.0,172489673.933544
Jamaica,October,2006/07,2006,2007,10.561,633660.0,1396981.170561471
Kenya,October,2006/07,2006,2007,115.0,6900000.0,15211896.090765
Lao People's Democratic Republic,October,2006/07,2006,2007,0.0,0.0,0.0
Liberia,October,2006/07,2006,2007,0.0,0.0,0.0
Mexico,October,2006/07,2006,2007,1418.0,85080000.0,187569292.666998
Nepal,October,2006/07,2006,2007,0.0,0.0,0.0
Nicaragua,October,2006/07,2006,2007,16.208,972479.9999999999,2143951.407296688
Nigeria,October,2006/07,2006,2007,0.0,0.0,0.0
Panama,October,2006/07,2006,2007,21.0,1260000.0,2777824.503531
Sierra Leone,October,2006/07,2006,2007,10.0,600000.0,1322773.57311
Sri Lanka,October,2006/07,2006,2007,1.0,60000.0,132277.357311
Thailand,October,2006/07,2006,2007,73.0,4380000.0,9656247.083703
Togo,October,2006/07,2006,2007,35.0,2100000.0,4629707.505885
Trinidad & Tobago,October,2006/07,2006,2007,0.0,0.0,0.0
Uganda,October,2006/07,2006,2007,265.227,15913620.0,35083526.647524595
Venezuela,October,2006/07,2006,2007,30.0,1800000.0,3968320.71933
Viet Nam,October,2006/07,2006,2007,500.0,30000000.0,66138678.6555
Yemen,October,2006/07,2006,2007,0.0,0.0,0.0
Angola,April,2007/08,2007,2008,140.0,8400000.0,18518830.02354
Bolivia (Plurinational State of),April,2007/08,2007,2008,0.0,0.0,0.0
Brazil,April,2007/08,2007,2008,18470.0,1108200000.0,2443162789.53417
Burundi,April,2007/08,2007,2008,150.497,9029820.0,19907345.44323357
Ecuador,April,2007/08,2007,2008,7.5,450000.0,992080.1798325
Indonesia,April,2007/08,2007,2008,30.0,1800000.0,3968320.71933
Madagascar,April,2007/08,2007,2008,8.333,499980.0,1102267.218472563
Malawi,April,2007/08,2007,2008,2.0,120000.0,264554.714622
Papua New Guinea,April,2007/08,2007,2008,80.127,4807620.0,10598987.809258496
Paraguay,April,2007/08,2007,2008,6.0,360000.0,793664.143866
Peru,April,2007/08,2007,2008,16.0,960000.0,2116437.716976
Rwanda,April,2007/08,2007,2008,17.0,1020000.0,2248715.074287
Timor-Leste,April,2007/08,2007,2008,0.0,0.0,0.0
Zimbabwe,April,2007/08,2007,2008,5.0,300000.0,661386.786555
Congo,July,2007/08,2007,2008,0.0,0.0,0.0
Cuba,July,2007/08,2007,2008,22.0,1320000.0,2910101.860842
Dominican Republic,July,2007/08,2007,2008,45.0,2700000.0,5952481.078995
Haiti,July,2007/08,2007,2008,0.0,0.0,0.0
Philippines,July,2007/08,2007,2008,50.0,3000000.0,6613867.86555
Tanzania,July,2007/08,2007,2008,18.383,1102980.0,2431654.659448113
Zambia,July,2007/08,2007,2008,0.0,0.0,0.0
Cameroon,October,2007/08,2007,2008,40.116,2406960.0,5306438.465888076
Central African Republic,October,2007/08,2007,2008,5.0,300000.0,661386.786555
Colombia,October,2007/08,2007,2008,1538.639,92318340.0,203527100.77563974
Costa Rica,October,2007/08,2007,2008,100.0,6000000.0,13227735.7311
Côte d'Ivoire,October,2007/08,2007,2008,1228.586,73715160.0,162514109.30929226
Democratic Republic of Congo,October,2007/08,2007,2008,0.0,0.0,0.0
El Salvador,October,2007/08,2007,2008,54.0,3240000.0,7142977.294794
Equatorial Guinea,October,2007/08,2007,2008,0.0,0.0,0.0
Ethiopia,October,2007/08,2007,2008,933.0,55980000.0,123414774.371163
Gabon,October,2007/08,2007,2008,0.0,0.0,0.0
Ghana,October,2007/08,2007,2008,3.0,180000.0,396832.071933
Guatemala,October,2007/08,2007,2008,30.0,1800000.0,3968320.71933
Guinea,October,2007/08,2007,2008,4.0,240000.0,529109.429244
Guyana,October,2007/08,2007,2008,0.0,0.0,0.0
Honduras,October,2007/08,2007,2008,98.14,5888400.0,12981699.84650154
India,October,2007/08,2007,2008,1471.0,88260000.0,194579992.604481
Jamaica,October,2007/08,2007,2008,19.746,1184760.0,2611948.6974630062
Kenya,October,2007/08,2007,2008,100.0,6000000.0,13227735.7311
Lao People's Democratic Republic,October,2007/08,2007,2008,0.0,0.0,0.0
Liberia,October,2007/08,2007,2008,0.0,0.0,0.0
Mexico,October,2007/08,2007,2008,725.0,43500000.0,95901084.050475
Nepal,October,2007/08,2007,2008,0.0,0.0,0.0
Nicaragua,October,2007/08,2007,2008,87.349,5240940.0,11554294.88375854
Nigeria,October,2007/08,2007,2008,0.0,0.0,0.0
Panama,October,2007/08,2007,2008,15.0,900000.0,1984160.359665
Sierra Leone,October,2007/08,2007,2008,2.0,120000.0,264554.714622
Sri Lanka,October,2007/08,2007,2008,0.0,0.0,0.0
Thailand,October,2007/08,2007,2008,11.0,660000.0,1455050.930421
Togo,October,2007/08,2007,2008,20.0,1200000.0,2645547.14622
Trinidad & Tobago,October,2007/08,2007,2008,0.0,0.0,0.0
Uganda,October,2007/08,2007,2008,280.151,16809060.0,37057633.92803396
Venezuela,October,2007/08,2007,2008,15.0,900000.0,1984160.359665
Viet Nam,October,2007/08,2007,2008,833.0,49980000.0,110187038.640063
Yemen,October,2007/08,2007,2008,0.0,0.0,0.0
Angola,April,2008/09,2008,2009,140.0,8400000.0,18518830.02354
Bolivia (Plurinational State of),April,2008/09,2008,2009,0.0,0.0,0.0
Brazil,April,2008/09,2008,2009,12227.0,733620000.0,1617355247.841597
Burundi,April,2008/09,2008,2009,5.15,309000.0,681228.3901516501
Ecuador,April,2008/09,2008,2009,6.2,372000.0,820119.6153282
Indonesia,April,2008/09,2008,2009,56.0,3360000.0,7407532.009416
Madagascar,April,2008/09,2008,2009,0.0,0.0,0.0
Malawi,April,2008/09,2008,2009,0.0,0.0,0.0
Papua New Guinea,April,2008/09,2008,2009,76.0,4560000.0,10053079.155636
Paraguay,April,2008/09,2008,2009,0.0,0.0,0.0
Peru,April,2008/09,2008,2009,201.0,12060000.0,26587748.819511
Rwanda,April,2008/09,2008,2009,17.0,1020000.0,2248715.074287
Timor-Leste,April,2008/09,2008,2009,0.0,0.0,0.0
Zimbabwe,April,2008/09,2008,2009,0.0,0.0,0.0
Congo,July,2008/09,2008,2009,0.0,0.0,0.0
Cuba,July,2008/09,2008,2009,12.0,720000.0,1587328.287732
Dominican Republic,July,2008/09,2008,2009,52.0,3120000.0,6878422.580172
Haiti,July,2008/09,2008,2009,0.0,0.0,0.0
Philippines,July,2008/09,2008,2009,0.0,0.0,0.0
Tanzania,July,2008/09,2008,2009,13.2166,792996.0,1748256.9206365626
Zambia,July,2008/09,2008,2009,0.0,0.0,0.0
Cameroon,October,2008/09,2008,2009,9.0,540000.0,1190496.215799
Central African Republic,October,2008/09,2008,2009,8.333,499980.0,1102267.218472563
Colombia,October,2008/09,2008,2009,1354.25,81255000.0,179136611.13842174
Costa Rica,October,2008/09,2008,2009,120.0,7200000.0,15873282.87732
Côte d'Ivoire,October,2008/09,2008,2009,584.231,35053860.0,77280532.73916285
Democratic Republic of Congo,October,2008/09,2008,2009,0.0,0.0,0.0
El Salvador,October,2008/09,2008,2009,15.2,912000.0,2010615.8311272
Equatorial Guinea,October,2008/09,2008,2009,0.0,0.0,0.0
Ethiopia,October,2008/09,2008,2009,1200.0,72000000.0,158732828.7732
Gabon,October,2008/09,2008,2009,0.0,0.0,0.0
Ghana,October,2008/09,2008,2009,0.0,0.0,0.0
Guatemala,October,2008/09,2008,2009,8.0,480000.0,1058218.858488
Guinea,October,2008/09,2008,2009,1.0,60000.0,132277.357311
Guyana,October,2008/09,2008,2009,0.0,0.0,0.0
Honduras,October,2008/09,2008,2009,98.14,5888400.0,12981699.84650154
India,October,2008/09,2008,2009,1553.0,93180000.0,205426735.903983
Jamaica,October,2008/09,2008,2009,7.0,420000.0,925941.501177
Kenya,October,2008/09,2008,2009,75.0,4500000.0,9920801.798325
Lao People's Democratic Republic,October,2008/09,2008,2009,0.0,0.0,0.0
Liberia,October,2008/09,2008,2009,0.0,0.0,0.0
Mexico,October,2008/09,2008,2009,120.0,7200000.0,15873282.87732
Nepal,October,2008/09,2008,2009,0.0,0.0,0.0
Nicaragua,October,2008/09,2008,2009,204.411,12264660.0,27038946.885298822
Nigeria,October,2008/09,2008,2009,0.0,0.0,0.0
Panama,October,2008/09,2008,2009,5.0,300000.0,661386.786555
Sierra Leone,October,2008/09,2008,2009,0.0,0.0,0.0
Sri Lanka,October,2008/09,2008,2009,0.0,0.0,0.0
Thailand,October,2008/09,2008,2009,11.0,660000.0,1455050.930421
Togo,October,2008/09,2008,2009,9.0,540000.0,1190496.215799
Trinidad & Tobago,October,2008/09,2008,2009,0.0,0.0,0.0
Uganda,October,2008/09,2008,2009,379.554,22773240.0,50206400.07681929
Venezuela,October,2008/09,2008,2009,7.0,420000.0,925941.501177
Viet Nam,October,2008/09,2008,2009,526.0,31560000.0,69577889.945586
Yemen,October,2008/09,2008,2009,0.0,0.0,0.0
Angola,April,2009/10,2009,2010,140.0,8400000.0,18518830.02354
Bolivia (Plurinational State of),April,2009/10,2009,2010,0.0,0.0,0.0
Brazil,April,2009/10,2009,2010,15766.0,945960000.0,2085484815.365226
Burundi,April,2009/10,2009,2010,40.465,2427900.0,5352603.263589615
Ecuador,April,2009/10,2009,2010,8.0,480000.0,1058218.858488
Indonesia,April,2009/10,2009,2010,668.0,40080000.0,88361274.683748
Madagascar,April,2009/10,2009,2010,111.0,6660000.0,14682786.661521
Malawi,April,2009/10,2009,2010,0.0,0.0,0.0
Papua New Guinea,April,2009/10,2009,2010,38.0,2280000.0,5026539.577818
Paraguay,April,2009/10,2009,2010,0.0,0.0,0.0
Peru,April,2009/10,2009,2010,0.0,0.0,0.0
Rwanda,April,2009/10,2009,2010,28.0,1680000.0,3703766.004708
Timor-Leste,April,2009/10,2009,2010,0.0,0.0,0.0
Zimbabwe,April,2009/10,2009,2010,0.0,0.0,0.0
Congo,July,2009/10,2009,2010,0.0,0.0,0.0
Cuba,July,2009/10,2009,2010,12.0,720000.0,1587328.287732
Dominican Republic,July,2009/10,2009,2010,205.928,12355680.0,27239611.63633961
Haiti,July,2009/10,2009,2010,0.0,0.0,0.0
Philippines,July,2009/10,2009,2010,0.0,0.0,0.0
Tanzania,July,2009/10,2009,2010,36.0,2160000.0,4761984.863196
Zambia,July,2009/10,2009,2010,0.0,0.0,0.0
Cameroon,October,2009/10,2009,2010,125.0,7500000.0,16534669.663875
Central African Republic,October,2009/10,2009,2010,3.333,199980.0,440880.431917563
Colombia,October,2009/10,2009,2010,730.88,43852800.0,96678874.91146368
Costa Rica,October,2009/10,2009,2010,51.186,3071160.0,6770748.811320846
Côte d'Ivoire,October,2009/10,2009,2010,1177.745,70664700.0,155788996.18624368
Democratic Republic of Congo,October,2009/10,2009,2010,49.0,2940000.0,6481590.508239
El Salvador,October,2009/10,2009,2010,15.8,948000.0,2089982.2455138
Equatorial Guinea,October,2009/10,2009,2010,0.0,0.0,0.0
Ethiopia,October,2009/10,2009,2010,1233.0,73980000.0,163097981.564463
Gabon,October,2009/10,2009,2010,1.117,67020.0,147753.808116387
Ghana,October,2009/10,2009,2010,5.0,300000.0,661386.786555
Guatemala,October,2009/10,2009,2010,2.0,120000.0,264554.714622
Guinea,October,2009/10,2009,2010,95.0,5700000.0,12566348.944545
Guyana,October,2009/10,2009,2010,0.0,0.0,0.0
Honduras,October,2009/10,2009,2010,159.914,9594840.0,21153001.317031253
India,October,2009/10,2009,2010,1889.0,113340000.0,249871927.960479
Jamaica,October,2009/10,2009,2010,5.0,300000.0,661386.786555
Kenya,October,2009/10,2009,2010,25.0,1500000.0,3306933.932775
Lao People's Democratic Republic,October,2009/10,2009,2010,13.0,780000.0,1719605.645043
Liberia,October,2009/10,2009,2010,0.0,0.0,0.0
Mexico,October,2009/10,2009,2010,332.0,19920000.0,43916082.627252
Nepal,October,2009/10,2009,2010,0.0,0.0,0.0
Nicaragua,October,2009/10,2009,2010,63.48,3808800.0,8396966.64210228
Nigeria,October,2009/10,2009,2010,8.0,480000.0,1058218.858488
Panama,October,2009/10,2009,2010,22.0,1320000.0,2910101.860842
Sierra Leone,October,2009/10,2009,2010,15.0,900000.0,1984160.359665
Sri Lanka,October,2009/10,2009,2010,0.0,0.0,0.0
Thailand,October,2009/10,2009,2010,2.0,120000.0,264554.714622
Togo,October,2009/10,2009,2010,3.0,180000.0,396832.071933
Trinidad & Tobago,October,2009/10,2009,2010,0.0,0.0,0.0
Uganda,October,2009/10,2009,2010,476.033,28561980.0,62968387.23282726
Venezuela,October,2009/10,2009,2010,0.0,0.0,0.0
Viet Nam,October,2009/10,2009,2010,640.0,38400000.0,84657508.67904
Yemen,October,2009/10,2009,2010,43.0,2580000.0,5687926.364373
Angola,April,2010/11,2010,2011,120.0,7200000.0,15873282.87732
Bolivia (Plurinational State of),April,2010/11,2010,2011,0.0,0.0,0.0
Brazil,April,2010/11,2010,2011,11098.0,665880000.0,1468014111.437478
Burundi,April,2010/11,2010,2011,6.742,404520.0,891813.9429907621
Ecuador,April,2010/11,2010,2011,12.0,720000.0,1587328.287732
Indonesia,April,2010/11,2010,2011,725.0,43500000.0,95901084.050475
Madagascar,April,2010/11,2010,2011,56.0,3360000.0,7407532.009416
Malawi,April,2010/11,2010,2011,0.0,0.0,0.0
Papua New Guinea,April,2010/11,2010,2011,25.0,1500000.0,3306933.932775
Paraguay,April,2010/11,2010,2011,0.0,0.0,0.0
Peru,April,2010/11,2010,2011,37.0,2220000.0,4894262.220507
Rwanda,April,2010/11,2010,2011,19.0,1140000.0,2513269.788909
Timor-Leste,April,2010/11,2010,2011,0.0,0.0,0.0
Zimbabwe,April,2010/11,2010,2011,0.0,0.0,0.0
Congo,July,2010/11,2010,2011,0.0,0.0,0.0
Cuba,July,2010/11,2010,2011,8.0,480000.0,1058218.858488
Dominican Republic,July,2010/11,2010,2011,124.593,7475580.0,16480832.779449424
Haiti,July,2010/11,2010,2011,0.0,0.0,0.0
Philippines,July,2010/11,2010,2011,0.0,0.0,0.0
Tanzania,July,2010/11,2010,2011,16.0,960000.0,2116437.716976
Zambia,July,2010/11,2010,2011,0.0,0.0,0.0
Cameroon,October,2010/11,2010,2011,136.75,8205000.0,18088928.61227925
Central African Republic,October,2010/11,2010,2011,18.85,1131000.0,2493428.18531235
Colombia,October,2010/11,2010,2011,999.163,59949780.0,132166641.1629307
Costa Rica,October,2010/11,2010,2011,62.237,3734220.0,8232545.886964707
Côte d'Ivoire,October,2010/11,2010,2011,819.996,49199760.0,108466903.88559076
Democratic Republic of Congo,October,2010/11,2010,2011,32.0,1920000.0,4232875.433952
El Salvador,October,2010/11,2010,2011,18.2,1092000.0,2407447.9030602
Equatorial Guinea,October,2010/11,2010,2011,0.0,0.0,0.0
Ethiopia,October,2010/11,2010,2011,2050.0,123000000.0,271168582.48755
Gabon,October,2010/11,2010,2011,0.55,33000.0,72752.54652105
Ghana,October,2010/11,2010,2011,8.0,480000.0,1058218.858488
Guatemala,October,2010/11,2010,2011,71.0,4260000.0,9391692.369081
Guinea,October,2010/11,2010,2011,82.0,4920000.0,10846743.299502
Guyana,October,2010/11,2010,2011,0.0,0.0,0.0
Honduras,October,2010/11,2010,2011,95.312,5718720.0,12607619.480026033
India,October,2010/11,2010,2011,1802.0,108120000.0,238363797.874422
Jamaica,October,2010/11,2010,2011,5.0,300000.0,661386.786555
Kenya,October,2010/11,2010,2011,98.0,5880000.0,12963181.016478
Lao People's Democratic Republic,October,2010/11,2010,2011,6.0,360000.0,793664.143866
Liberia,October,2010/11,2010,2011,0.0,0.0,0.0
Mexico,October,2010/11,2010,2011,479.0,28740000.0,63360854.151969
Nepal,October,2010/11,2010,2011,0.0,0.0,0.0
Nicaragua,October,2010/11,2010,2011,83.175,4990500.0,11002169.194342425
Nigeria,October,2010/11,2010,2011,0.0,0.0,0.0
Panama,October,2010/11,2010,2011,29.0,1740000.0,3836043.362019
Sierra Leone,October,2010/11,2010,2011,3.0,180000.0,396832.071933
Sri Lanka,October,2010/11,2010,2011,0.0,0.0,0.0
Thailand,October,2010/11,2010,2011,8.0,480000.0,1058218.858488
Togo,October,2010/11,2010,2011,0.904,54240.0,119578.731009144
Trinidad & Tobago,October,2010/11,2010,2011,0.0,0.0,0.0
Uganda,October,2010/11,2010,2011,512.238,30734280.000000004,67757488.95427203
Venezuela,October,2010/11,2010,2011,0.0,0.0,0.0
Viet Nam,October,2010/11,2010,2011,2716.0,162960000.0,359265302.456676
Yemen,October,2010/11,2010,2011,5.0,300000.0,661386.786555
Angola,April,2011/12,2011,2012,120.0,7200000.0,15873282.87732
Bolivia (Plurinational State of),April,2011/12,2011,2012,0.0,0.0,0.0
Brazil,April,2011/12,2011,2012,13340.0,800400000.0,1764579946.52874
Burundi,April,2011/12,2011,2012,7.0,420000.0,925941.501177
Ecuador,April,2011/12,2011,2012,10.0,600000.0,1322773.57311
Indonesia,April,2011/12,2011,2012,873.0,52380000.0,115478132.932503
Madagascar,April,2011/12,2011,2012,30.0,1800000.0,3968320.71933
Malawi,April,2011/12,2011,2012,0.0,0.0,0.0
Papua New Guinea,April,2011/12,2011,2012,10.0,600000.0,1322773.57311
Paraguay,April,2011/12,2011,2012,0.0,0.0,0.0
Peru,April,2011/12,2011,2012,24.0,1440000.0,3174656.575464
Rwanda,April,2011/12,2011,2012,13.0,780000.0,1719605.645043
Timor-Leste,April,2011/12,2011,2012,0.0,0.0,0.0
Zimbabwe,April,2011/12,2011,2012,0.0,0.0,0.0
Congo,July,2011/12,2011,2012,0.0,0.0,0.0
Cuba,July,2011/12,2011,2012,8.0,480000.0,1058218.858488
Dominican Republic,July,2011/12,2011,2012,58.0,3480000.0,7672086.724038
Haiti,July,2011/12,2011,2012,0.0,0.0,0.0
Philippines,July,2011/12,2011,2012,0.0,0.0,0.0
Tanzania,July,2011/12,2011,2012,20.0,1200000.0,2645547.14622
Zambia,July,2011/12,2011,2012,0.0,0.0,0.0
Cameroon,October,2011/12,2011,2012,26.375,1582500.0,3488815.299077625
Central African Republic,October,2011/12,2011,2012,0.0,0.0,0.0
Colombia,October,2011/12,2011,2012,993.345,59600700.0,131397051.49809529
