country,calendar_year,exports_1k_bags,exports_kg,exports_lb,population_boy,population_mid
Peru,2007.0,2879.4942892,172769657.352,380891894.96749234,28494587.0,28600387.0
Philippines,2007.0,32.4238816,1945432.896,4288945.371812758,88725126.0,89561377.0
Rwanda,2007.0,255.5357195,15332143.17,33801589.67402497,9394655.0,9523168.0
Sierra Leone,2007.0,51.0899843,3065399.0579999997,6758048.10826448,5866567.0,5939164.0
Sri Lanka,2007.0,4.2543587,255261.522,562755.3258890614,19974430.0,20078655.0
Tanzania,2007.0,807.2481667,48434890.002,106780654.18522559,41132425.0,41716497.0
Thailand,2007.0,365.4450574,21926703.444,48340106.435238704,66571994.00000001,66826754.0
Timor-Leste,2007.0,31.2524211,1875145.266,4133987.672678536,1007131.0,1019362.0
Togo,2007.0,154.9078833,9294472.998000002,20490805.429564793,5963351.0,6047536.0
Trinidad & Tobago,2007.0,0.7603987,45623.922,100583.53053871989,1380830.0,1384860.0
Uganda,2007.0,2693.187,161591220.0,356247659.10434014,29194205.0,29629804.0
Venezuela,2007.0,70.3796585,4222779.510000001,9309635.23483066,27315862.0,27525097.0
Viet Nam,2007.0,17936.2186134,1076173116.8040001,2372555598.332921,84350939.0,84762269.0
Yemen,2007.0,72.2408778,4334452.6680000005,9555832.405210888,22301279.0,22641538.0
Zambia,2007.0,53.682,3220920.0,7100913.095169102,12178189.0,12402073.0
Zimbabwe,2007.0,32.4034668,1944208.008,4286244.956018725,12407053.0,12450568.0
Angola,2008.0,6.105,366300.0,807553.266383655,21292778.0,21691522.0
Bolivia (Plurinational State of),2008.0,68.1538912,4089233.472,9015216.618397418,9795590.0,9880593.0
Brazil,2008.0,29510.2956935,1770617741.6100001,3903543927.8023643,191742287.0,192672317.0
Burundi,2008.0,250.6982333,15041893.998,33161699.78346054,8093197.0,8278109.0
Cameroon,2008.0,527.0159667,31620958.002,69712279.33577798,18510323.0,18777081.0
Central African Republic,2008.0,32.633,1957980.0000000002,4316607.001129864,4419843.0,4467233.0
Colombia,2008.0,11085.1702037,665110212.222,1466317019.8880756,43567329.0,43815313.0
Congo,2008.0,0.0,0.0,0.0,4028326.0,4089602.0
Costa Rica,2008.0,1440.082759,86404965.53999999,190490341.66965368,4470938.0,4501921.0
Côte d'Ivoire,2008.0,1490.2354749,89414128.494,197124410.39087507,20029809.0,20244449.0
Cuba,2008.0,3.85,231000.0,509267.82564735,11273491.0,11276609.0
Democratic Republic of Congo,2008.0,203.2036167,12192217.001999998,26879237.41311338,61254313.0,62249724.0
Dominican Republic,2008.0,81.6146814,4896880.884,10795774.373371225,9461376.0,9522948.0
Ecuador,2008.0,868.4560753,52107364.51799999,114877074.5813668,14374055.0,14496797.0
El Salvador,2008.0,1438.2105592,86292633.552,190242692.02775154,6056293.0,6068099.0
Equatorial Guinea,2008.0,0.0,0.0,0.0,971213.0,994972.0
Ethiopia,2008.0,2851.92097,171115258.20000002,377244569.17142373,83172937.0,84357104.0
Gabon,2008.0,0.421,25260.0,55688.767427931,1574144.0,1599978.0
Ghana,2008.0,36.0898333,2165389.998,4773867.774718527,24015404.0,24326087.0
Guatemala,2008.0,3777.5902024,226655412.14400002,499689648.9773977,13839379.0,13979451.0
Guinea,2008.0,208.1745163,12490470.978,27536774.875659693,9660844.0,9779785.0
Guyana,2008.0,1.5186997,91121.98199999999,200889.58286500847,755480.0,754150.0
Haiti,2008.0,17.2008609,1032051.654,2275284.423326109,9498072.0,9575248.0
Honduras,2008.0,3259.4549512,195567297.072,431152087.21899045,8013649.0,8101777.0
India,2008.0,3376.6686651,202600119.906,446656807.5342901,1198274680.0,1206734806.0
Indonesia,2008.0,5740.6730453,344440382.718,759361059.6187745,236409015.0,237936544.0
Jamaica,2008.0,20.7753657,1246521.9419999998,2748110.4719655933,2706206.0,2711373.0
Kenya,2008.0,608.429,36505740.0,80481380.23137441,38595015.0,39186895.0
Lao People's Democratic Republic,2008.0,258.1046117,15486276.702,34141395.94545781,6088691.0,6135862.0
Liberia,2008.0,1.73,103800.0,228839.82814803,3719579.0,3783887.0
Madagascar,2008.0,196.1874116,11771244.695999999,25951152.34413342,20216005.0,20513599.0
Malawi,2008.0,20.554,1233240.0,2718828.802170294,13687524.0,13889422.0
Mexico,2008.0,2448.0008062,146880048.372,323815077.3393335,109003878.0,109684489.0
Nepal,2008.0,1.0365625,62193.75,137113.74818768344,26804561.0,26881544.0
Nicaragua,2008.0,1625.1105737,97506634.422,214965332.02719912,5646912.0,5687744.0
Nigeria,2008.0,1.8876655,113259.93000000001,249695.4038271475,150306701.0,152382506.0
Panama,2008.0,113.9523965,6837143.79,15073321.868275246,3463288.0,3495276.0
Papua New Guinea,2008.0,1095.9213703,65755282.218,144965582.68393385,7028302.0,7137988.0
Paraguay,2008.0,0.8390233,50341.398,110983.78484635435,5617442.0,5645148.0
Peru,2008.0,3732.567,223954020.0,493734098.74624735,28706187.0,28806185.0
Philippines,2008.0,4.3929507,263577.042,581087.9093935076,90397628.0,91252326.0
Rwanda,2008.0,326.0684598,19564107.588,43131474.164812036,9651682.0,9781996.0
Sierra Leone,2008.0,25.7117922,1542707.532,3401087.9239455825,6011760.0,6090860.0
Sri Lanka,2008.0,1.700505,102030.29999999999,224938.30749414203,20182879.0,20285643.0
Tanzania,2008.0,817.9361667,49076170.002,108194434.58016555,42300569.0,42870884.0
Thailand,2008.0,175.0425515,10502553.09,23154166.12939462,67081513.00000001,67328239.0
Timor-Leste,2008.0,49.6075279,2976451.674,6561952.693343702,1031593.0000000001,1043076.0
Togo,2008.0,120.6589,7239534.000000001,15960440.42805222,6131722.0,6222482.0
Trinidad & Tobago,2008.0,1.2597838,75587.02799999999,166640.87184720935,1388891.0,1392802.0
Uganda,2008.0,3310.65,198639000.0,437924032.98166215,30065402.0,30509862.0
Venezuela,2008.0,125.4862776,7529176.656,16598993.179722536,27734333.0,27933833.0
Viet Nam,2008.0,16101.3720357,966082322.1420001,2129846941.9636326,85173598.0,85597241.0
Yemen,2008.0,66.5796,3994776.0000000005,8806973.538823457,22981797.0,23329004.0
Zambia,2008.0,48.4856667,2909140.0020000003,6413555.858537955,12625957.0,12852966.0
Zimbabwe,2008.0,23.1005954,1386035.724,3055685.711822643,12494083.0,12550348.0
Angola,2009.0,6.925,415500.0,916020.699378675,22090266.0,22507674.0
Bolivia (Plurinational State of),2009.0,82.6087731,4956526.386,10927270.196372025,9965596.0,10051318.0
Brazil,2009.0,30377.9816361,1822678898.1660001,4018319131.2653966,193602347.0,194517548.0
Burundi,2009.0,288.83,17329800.0,38205669.11213613,8463021.0,8709366.0
Cameroon,2009.0,617.7570333,37065421.998,81715267.82520743,19043839.0,19319274.0
Central African Republic,2009.0,61.582,3694920.0,8145904.217926002,4514623.0,4564540.0
Colombia,2009.0,7893.9267953,473635607.71799994,1044187775.2887751,44063297.0,44313917.0
Congo,2009.0,0.0,0.0,0.0,4150877.0000000005,4257230.0
Costa Rica,2009.0,1235.6451535,74138709.21000001,163447875.47912496,4532904.0,4563127.0
Côte d'Ivoire,2009.0,1806.5257164,108391542.984,238962447.67975304,20459090.0,20677762.0
Cuba,2009.0,7.462,447720.0,987053.640254682,11279727.0,11283185.0
Democratic Republic of Congo,2009.0,161.0017333,9660103.998000002,21296883.80341443,63245135.0,64270232.0
Dominican Republic,2009.0,102.396398,6143783.88,13544724.925605366,9584519.0,9648061.0
Ecuador,2009.0,1086.2174004,65173044.02400001,143681967.19013637,14619539.0,14742766.0
El Salvador,2009.0,1309.200353,78552021.17999999,173177562.8854683,6079905.0,6091188.0
Equatorial Guinea,2009.0,0.0,0.0,0.0,1018730.0,1043685.9999999999
Ethiopia,2009.0,1851.4974532,111089847.192,244911190.1773429,85541272.0,86755585.0
Gabon,2009.0,0.675,40500.0,89287.216184925,1625812.0,1653542.0
Ghana,2009.0,23.6753833,1420522.9980000001,3131717.1362489825,24636770.0,24950762.0
Guatemala,2009.0,3492.8219874,209569319.244,462021262.05102694,14119523.0,14259411.0
Guinea,2009.0,438.7856007,26327136.041999996,58041399.68671566,9898726.0,10021323.0
Guyana,2009.0,1.3673275,82039.65000000001,180866.46827865636,752820.0,751258.0
Haiti,2009.0,15.9158744,954952.464,2105309.804925798,9652423.0,9730638.0
Honduras,2009.0,3084.1878284,185051269.704,407968215.39150393,8189905.0,8277302.0
India,2009.0,3006.5624631,180393747.786,397700137.209319,1215194931.0,1223640160.0
Indonesia,2009.0,7907.2735156,474436410.936,1045953244.1788284,239464072.0,240981299.0
Jamaica,2009.0,24.8305172,1489831.032,3284515.195881331,2716540.0,2722402.0
Kenya,2009.0,524.748,31484880.0,69412278.69423263,39778774.0,40364444.0
Lao People's Democratic Republic,2009.0,263.8617763,15831706.577999998,34902938.464350246,6183032.0,6229930.0
Liberia,2009.0,9.12,547200.0,1206369.49867632,3848196.0,3905066.0
Madagascar,2009.0,39.6371367,2378228.202,5243095.694050851,20811193.0,21117092.0
Malawi,2009.0,17.575,1054500.0,2324774.554740825,14091321.0,14298932.0
Mexico,2009.0,2838.0964497,170285786.982,375415898.1600474,110365099.0,111049428.0
Nepal,2009.0,1.508308,90498.48,199514.9962510398,26958527.0,27026941.0
Nicaragua,2009.0,1373.9991304,82439947.824,181748973.9169241,5728576.0,5770638.0
Nigeria,2009.0,0.6424879,38549.274,84986.60151629403,154458311.0,156595758.0
Panama,2009.0,58.994871,3539692.2600000002,7803685.630783352,3527265.0,3559343.0
Papua New Guinea,2009.0,1026.9728297,61618369.78199999,135845251.94291562,7247673.0,7358890.0
Paraguay,2009.0,0.0182929,1097.574,2419.736469554392,5672854.0,5702574.0
Peru,2009.0,3073.578,184414680.0,406564775.32922876,28906183.0,29009326.0
Philippines,2009.0,6.7312925,403877.55000000005,890397.5831873546,92107025.0,92946951.0
Rwanda,2009.0,304.3162559,18258975.354,40254150.117230006,9912311.0,10043737.0
Sierra Leone,2009.0,103.7334566,6224007.396,13721587.50378331,6169961.0,6259842.0
Sri Lanka,2009.0,0.6494178,38965.06800000001,85903.27037472355,20388406.0,20482477.0
Tanzania,2009.0,1156.9443168,69416659.008,153037536.78228438,43441198.0,43957934.0
Thailand,2009.0,185.3875587,11123253.522,24522576.343173888,67574966.0,67813654.0
Timor-Leste,2009.0,43.1972278,2591833.668,5714015.136545262,1054560.0,1065540.0
Togo,2009.0,151.7037833,9102226.998,20066975.549004614,6313242.0,6398624.0
Trinidad & Tobago,2009.0,0.1432195,8593.17,18944.696975402763,1396714.0,1401191.0
Uganda,2009.0,3014.351,180861060.0,398730384.28777015,30954322.0,31412520.0
Venezuela,2009.0,18.181522,1090891.32,2405003.6820518076,28133333.0,28327892.0
Viet Nam,2009.0,17051.7344765,1023104068.59,2255558374.120288,86020884.0,86482922.0
Yemen,2009.0,39.3638493,2361830.958,5206945.958992458,23676211.0,24029589.0
Zambia,2009.0,32.5476667,1952860.002,4305319.3377152365,13079974.0,13318087.0
Zimbabwe,2009.0,18.4785659,1108713.954,2444295.86414916,12606612.0,12679810.0
Angola,2010.0,4.37,262200.0,578052.05144907,22925082.0,23364185.0
Bolivia (Plurinational State of),2010.0,78.2680061,4696080.366,10353085.00890923,10137039.0,10223270.0
Brazil,2010.0,33166.6415897,1989998495.382,4387195700.36662,195432750.0,196353492.0
Burundi,2010.0,307.1189581,18427137.485999998,40624884.157575734,8955711.0,9126606.0
Cameroon,2010.0,793.8456667,47630740.002000004,105007806.90386492,19594709.0,19878036.0
Central African Republic,2010.0,95.194,5711640.0,12592010.751863334,4614457.0,4660067.0
Colombia,2010.0,7821.6345037,469298070.222,1034625142.0019711,44564537.0,44816108.0
Congo,2010.0,0.0,0.0,0.0,4363582.0,4437884.0
Costa Rica,2010.0,1199.9826173,71998957.03799999,158730529.43558106,4593351.0,4622252.0
Côte d'Ivoire,2010.0,1912.0534425,114723206.55000001,252921376.41130012,20896434.0,21120042.0
Cuba,2010.0,5.26,315600.0,695778.89945586,11286643.0,11290418.0
Democratic Republic of Congo,2010.0,162.1096,9726576.0,21443429.482743286,65295329.0,66391257.0
Dominican Republic,2010.0,41.1307737,2467846.422,5440670.049192782,9711603.0,9775755.0
Ecuador,2010.0,1201.5527269,72093163.614,158938219.3841577,14865993.0,14989586.0
El Salvador,2010.0,1081.7666259,64905997.554000005,143093230.5012892,6102470.0,6114034.0
Equatorial Guinea,2010.0,0.0,0.0,0.0,1068642.0,1094524.0
Ethiopia,2010.0,3324.1025511,199446153.06599998,439703500.8902613,87969898.0,89237791.0
Gabon,2010.0,0.81,48600.0,107144.65942191001,1681271.0,1711105.0
Ghana,2010.0,6.6219345,397316.07,875931.9959465382,25264754.0,25574719.0
Guatemala,2010.0,3468.0876782,208085260.692,458749472.9951378,14399299.0,14543121.0
Guinea,2010.0,405.5585284,24333511.704,53646210.37169014,10143920.0,10270728.0
Guyana,2010.0,0.8025006,48150.036,106152.65860849188,749696.0,747932.0
Haiti,2010.0,8.7403186,524419.116,1156146.2464641794,9808852.0,9842880.0
Honduras,2010.0,3349.3976392,200963858.352,443049468.29707825,8364700.000000001,8450932.0
India,2010.0,4647.2811106,278836866.63600004,614730063.9914972,1232085388.0,1240613620.0
Indonesia,2010.0,5489.1475563,329348853.378,726089932.6374977,242498526.0,244016173.0
Jamaica,2010.0,15.4349302,926095.812,2041691.7771357447,2728263.0,2733896.0
Kenya,2010.0,531.0926567,31865559.402000003,70251533.11555417,40950115.0,41517896.0
Lao People's Democratic Republic,2010.0,287.8578314,17271469.884000003,38077073.218867406,6276827.0,6323418.0
Liberia,2010.0,7.2159996,432959.976,954513.3574452332,3961935.0,4019956.0
Madagascar,2010.0,73.5849035,4415094.21,9733616.572964955,21422991.0,21731053.0
Malawi,2010.0,8.1198898,487193.3879999999,1074077.5644005442,14506543.0,14718422.0
Mexico,2010.0,2497.5399854,149852399.124,330367989.0472655,111733758.0,112532401.0
Nepal,2010.0,1.0366255,62197.52999999999,137122.081661194,27095355.0,27161567.0
Nicaragua,2010.0,1711.8160583,102708963.498,226434504.3944567,5812701.0,5855734.0
Nigeria,2010.0,3.0441525,182649.15000000002,402672.447951674,158733204.0,160952854.0
Panama,2010.0,65.3353264,3920119.584,8642384.315243611,3591420.0,3623617.0
Papua New Guinea,2010.0,929.3412071,55760472.426,122930798.91540276,7470106.0,7583269.0
Paraguay,2010.0,0.1959806,11758.836000000001,25923.795852224168,5732295.0,5768612.0
Peru,2010.0,3816.67104,229000262.4,504859158.896626,29112470.0,29229572.0
Philippines,2010.0,6.3665458,381992.748,842149.8536234464,93786878.0,94636700.0
Rwanda,2010.0,295.9629328,17757775.968,39149194.61279708,10175163.0,10309031.0
Sierra Leone,2010.0,57.5764861,3454589.1659999997,7616065.424561525,6349724.0,6436698.0
Sri Lanka,2010.0,1.6552438,99314.628,218951.27556941743,20576547.0,20668557.0
Tanzania,2010.0,555.8019331,33348115.986,73520010.89881322,44474669.0,45110527.0
Thailand,2010.0,369.627534,22177652.040000003,48893353.38690181,68052341.0,68270489.0
Timor-Leste,2010.0,68.0392678,4082356.068,9000054.537959417,1076520.0,1088486.0
Togo,2010.0,198.1077,11886461.999999998,26205163.01896039,6484007.0,6571855.0
Trinidad & Tobago,2010.0,0.5000756,30004.535999999996,66148.6788237127,1405668.0,1410296.0
Uganda,2010.0,2656.536,159392160.0,351399561.6815347,31870718.0,32341728.0
Venezuela,2010.0,19.0843108,1145058.648,2524422.1987257763,28522450.0,28715022.0
Viet Nam,2010.0,14228.5857964,853715147.784,1882119727.4206223,86944961.0,87411012.0
Yemen,2010.0,43.5304245,2611825.47,5758089.515486009,24382966.0,24743946.0
Zambia,2010.0,17.8713333,1072279.998,2363972.7405480724,13556200.0,13792086.0
Zimbabwe,2010.0,7.434416,446064.95999999996,983404.9016306153,12753008.0,12839770.0
Angola,2011.0,7.575,454500.0,1002000.981630825,23803289.0,24259111.0
Bolivia (Plurinational State of),2011.0,74.3088833,4458532.998,9829382.7076555,10309500.0,10396246.0
Brazil,2011.0,33806.0093278,2028360559.668,4471769575.112399,197274234.0,198185302.0
Burundi,2011.0,217.8457992,13070747.952,28816066.61947876,9297500.0,9455733.0
Cameroon,2011.0,490.2830667,29416984.002,64853348.397408746,20161364.0,20448873.0
Central African Republic,2011.0,77.943,4676580.0,10310094.060891273,4705677.0,4732022.0
Colombia,2011.0,7733.625254,464017515.24,1022983511.0327312,45067679.0,45308900.0
Congo,2011.0,0.0,0.0,0.0,4512186.0,4584216.0
Costa Rica,2011.0,1243.0599349,74583596.094,164428683.1677557,4651152.0,4679926.0
Côte d'Ivoire,2011.0,772.2421667,46334530.002,102150153.01519673,21343650.0,21562914.0
Cuba,2011.0,9.755,585300.0,1290365.620568805,11294192.0,11298710.0
Democratic Republic of Congo,2011.0,131.6650667,7899904.002000001,17416307.07325255,67487185.0,68654269.0
Dominican Republic,2011.0,88.5978933,5315873.597999999,11719495.18904595,9839907.0,9903737.0
Ecuador,2011.0,1532.2566057,91935396.342,202682854.52431893,15113178.0,15237728.0
El Salvador,2011.0,1826.30685,109578410.99999999,241579043.75697684,6125599.0,6137348.0
Equatorial Guinea,2011.0,0.0,0.0,0.0,1120407.0,1144588.0
Ethiopia,2011.0,2675.4190125,160525140.75,353897356.6731053,90505683.0,91817930.0
Gabon,2011.0,0.7523333,45139.998,99516.66074106375,1740939.0,1772500.0
Ghana,2011.0,72.0727358,4324364.148000001,9533591.025797904,25884684.0,26205941.0
Guatemala,2011.0,3696.8254983,221809529.898,489006307.3550447,14686943.0,14833454.0
Guinea,2011.0,384.5238255,23071429.529999997,50863795.46025611,10397535.0,10527712.0
Guyana,2011.0,0.5902795,35416.77,78080.61233485842,746167.0,744230.0
Haiti,2011.0,8.6211063,517266.37799999997,1140377.158461213,9876908.0,9954312.0
Honduras,2011.0,3947.1411511,236828469.06599998,522117400.4010065,8537165.0,8622504.0
India,2011.0,5414.0105768,324840634.608,716151011.5529068,1249141852.0,1257621191.0
Indonesia,2011.0,3919.891883,235193512.98,518512939.2280796,245533820.0,247099697.0
Jamaica,2011.0,16.0598548,963591.2880000001,2124355.1517423787,2739529.0,2746170.0
Kenya,2011.0,609.163192,36549791.52,80578497.2088933,42085676.0,42635144.0
Lao People's Democratic Republic,2011.0,420.9658948,25257953.688,55684256.08220444,6370010.0,6416326.0
Liberia,2011.0,7.8793162,472758.972,1042255.1243537507,4077977.0,4181149.9999999995
Madagascar,2011.0,143.9107205,8634643.23,19036129.796461955,22039115.0,22348158.0
Malawi,2011.0,25.8532829,1551196.974,3419803.939825666,14930300.0,15146094.0
Mexico,2011.0,2906.5175744,174391054.464,384466463.7196098,113331043.0,114150481.0
Nepal,2011.0,3.7482843,224897.058,495813.1416543115,27227778.0,27266399.0
Nicaragua,2011.0,1467.7097989,88062587.93399999,194144773.4979512,5898766.0,5942553.0
Nigeria,2011.0,6.5539994,393239.96400000004,866945.7204498796,163172503.0,165463745.0
Panama,2011.0,53.0888441,3185330.646,7022452.000243675,3655815.0,3688674.0
Papua New Guinea,2011.0,1224.5226685,73471360.11,161976622.55659372,7696432.0,7806637.0
Paraguay,2011.0,0.0199421,1196.526,2637.888287231693,5804930.0,5843938.0
Peru,2011.0,4697.069665,281824179.9,621315962.3918641,29346674.0,29477721.0
Philippines,2011.0,10.3260753,619564.5179999999,1365905.9520783913,95486521.0,96337913.0
Rwanda,2011.0,276.8116826,16608700.956,36615917.84713932,10442899.0,10576932.0
Sierra Leone,2011.0,37.3870282,2243221.692,4945457.288007833,6523672.0,6612384.0
Sri Lanka,2011.0,2.3540694,141244.16400000002,311390.07915869146,20760568.0,20859743.0
Tanzania,2011.0,798.0999333,47885995.997999996,105570550.04700936,45746386.0,46416031.0
Thailand,2011.0,242.7539545,14565237.27,32110851.578054737,68488638.0,68712846.0
Timor-Leste,2011.0,38.7211688,2323270.128,5121933.880857145,1100453.0,1112976.0
Togo,2011.0,155.0841667,9305050.002,20514123.731854588,6659703.0,6748672.0
Trinidad & Tobago,2011.0,0.2998397,17990.381999999998,39662.00313292304,1414924.0,1420020.0
Uganda,2011.0,3142.011,188520660.0,415616911.72209245,32812737.999999996,33295737.999999996
Venezuela,2011.0,0.467082,28024.92,61784.3726075365,28907594.0,29096159.0
Viet Nam,2011.0,17717.3947313,1063043683.878,2343610153.492199,87877063.0,88349117.0
Yemen,2011.0,35.2766883,2116601.298,4666307.1030078735,25104925.0,25475610.0
Zambia,2011.0,9.003,540180.0,1190893.047870933,14027973.0,14265814.0
Zimbabwe,2011.0,4.5622061,273732.36600000004,603476.5664161239,12926533.0,13025785.0
Angola,2012.0,8.375,502500.0,1107822.867479625,24714934.0,25188292.0
Bolivia (Plurinational State of),2012.0,62.67578,3760546.8000000003,8290586.545805628,10482991.0,10569697.0
Brazil,2012.0,28549.4258909,1712965553.4539998,3776442609.5944934,199096370.0,199977706.0
Burundi,2012.0,392.0069167,23520415.002,51853638.988709316,9613966.0,9795479.0
Cameroon,2012.0,621.8128,37308768.0,82251753.92615338,20736382.0,21032684.0
Central African Republic,2012.0,77.692,4661520.0,10276892.444206212,4758367.0,4773306.0
Colombia,2012.0,7170.203291,430212197.46000004,948455542.7161152,45550120.0,45782417.0
Congo,2012.0,0.0,0.0,0.0,4656246.0,4713257.0
Costa Rica,2012.0,1373.6671636,82420029.816,181705062.2259051,4708701.0,4736594.0
Côte d'Ivoire,2012.0,1711.7656167,102705937.00199999,226427832.11291015,21782178.0,22010712.0
Cuba,2012.0,15.312,918720.0,2025430.895146032,11303229.0,11309290.0
Democratic Republic of Congo,2012.0,146.3839333,8783035.998,19363279.84971369,69821353.0,70997870.0
Dominican Republic,2012.0,137.3830166,8242980.996,18172662.375261243,9967567.0,10030882.0
Ecuador,2012.0,1579.5909418,94775456.50800002,208944115.41369763,15362278.0,15483883.0
El Salvador,2012.0,1043.9860098,62639160.58799999,138095710.44599974,6149098.0,6161289.0
Equatorial Guinea,2012.0,0.0,0.0,0.0,1168769.0,1193636.0
Ethiopia,2012.0,3202.5924066,192155544.396,423630460.0893236,93130176.0,94451280.0
Gabon,2012.0,0.0,0.0,0.0,1804061.0,1836705.0
Ghana,2012.0,30.4670629,1828023.7739999997,4030102.565440011,26527198.0,26858762.0
Guatemala,2012.0,3750.1125361,225006752.166,496054975.8941601,14979964.0,15128306.0
Guinea,2012.0,377.2035436,22632212.615999997,49895487.91575256,10657889.0,10788692.0
Guyana,2012.0,1.7670196,106021.176,233736.6830047403,742293.0,743966.0
Haiti,2012.0,11.0616719,663700.314,1463208.7263733484,10031716.0,10108539.0
Honduras,2012.0,5507.9849391,330479096.346,728581691.8529373,8707844.0,8792366.0
India,2012.0,5043.961929,302637715.74,667201954.3454138,1266100530.0,1274487214.0
Indonesia,2012.0,8205.7408259,492344449.554,1085433711.2290347,248665574.0,250222695.0
Jamaica,2012.0,14.9194512,895167.0719999999,1973505.5772664277,2752810.0,2759817.0
Kenya,2012.0,802.8862824,48173176.944,106203675.65712525,43184612.0,43725806.0
Lao People's Democratic Republic,2012.0,359.7618969,21585713.814,47588352.98312444,6462643.0,6508804.0
Liberia,2012.0,2.8109667,168658.002,371827.24656522257,4284322.0,4331740.0
Madagascar,2012.0,78.9174707,4735048.242,10438994.469864273,22657201.0,22966240.0
Malawi,2012.0,19.5299992,1171799.9519999998,2583376.682461944,15361888.0,15581250.0
Mexico,2012.0,3556.455805,213387348.3,470438575.27876514,114969919.0,115755909.0
Nepal,2012.0,1.4285702,85714.212,188967.49078924675,27305020.0,27330694.0
Nicaragua,2012.0,1987.3021469,119238128.81400001,262875076.17040873,5986340.0,6030607.0
Nigeria,2012.0,1.6620094,99720.56400000001,219846.21125804074,167754988.0,170075932.0
Panama,2012.0,50.5928326,3035569.9560000002,6692286.19520581,3721533.0,3754862.0
Papua New Guinea,2012.0,924.9300992,55495805.952,122347309.21957707,7916842.0,8026545.0
Paraguay,2012.0,0.006549,392.94,866.284413029739,5882947.0,5923322.0
Peru,2012.0,4310.3519216,258621115.296,570161961.2696387,29608769.0,29749589.0
Philippines,2012.0,3.0909913,185459.478,408868.1606352924,97189306.0,98032317.0
Rwanda,2012.0,250.844586,15050675.159999998,33181058.931851864,10710965.0,10840334.0
Sierra Leone,2012.0,65.2700743,3916204.4580000006,8633752.939896619,6701097.0,6788587.0
Sri Lanka,2012.0,0.1529592,9177.552,20233.03875240471,20958917.0,21017147.0
Tanzania,2012.0,756.221317,45373279.02,100030957.35500401,47085677.0,47786137.0
Thailand,2012.0,349.7193662,20983161.972000003,46259953.56141386,68937054.0,69157023.0
Timor-Leste,2012.0,55.8770497,3352622.9820000003,7391268.4686514065,1125499.0,1137676.0
Togo,2012.0,147.3904467,8843426.802,19496418.7823638,6837642.0,6926634.0
Trinidad & Tobago,2012.0,1.4482379,86894.274,191569.0821696323,1425116.0,1430377.0
Uganda,2012.0,2685.237,161114220.0,355196054.11371773,33778738.0,34273295.0
Venezuela,2012.0,2.3147761,138886.566,306192.46527466306,29284724.0,29470426.0
Viet Nam,2012.0,22919.6638324,1375179829.944,3031752562.2063785,88821170.0,89301326.0
Yemen,2012.0,62.6515962,3759095.772,8287387.57665189,25846295.0,26223391.0
Zambia,2012.0,7.0757268,424543.608,935958.4421586187,14503655.0,14744658.0
Zimbabwe,2012.0,4.0035378,240212.268,529577.4000786949,13125037.0,13265331.0
Angola,2013.0,5.52,331200.0,730171.01235672,25661651.0,26147002.0
Bolivia (Plurinational State of),2013.0,54.8505333,3291031.998,7255483.592023005,10656403.0,10743349.0
Brazil,2013.0,31650.5629454,1899033776.724,4186652823.8229723,200859043.0,201721767.0
Burundi,2013.0,194.7158834,11682953.003999999,25756502.48262881,9976992.0,10149578.0
Cameroon,2013.0,271.9492167,16316953.002000002,35972723.70787247,21328986.0,21632850.0
Central African Republic,2013.0,1.0,60000.0,132277.357311,4788244.0,4802428.0
Colombia,2013.0,9669.907367,580194442.02,1279109791.9489303,46014714.0,46237930.0
Congo,2013.0,0.0,0.0,0.0,4770267.0,4828066.0
Costa Rica,2013.0,1343.9515865,80637095.19,177774364.2161458,4764486.0,4791535.0
Côte d'Ivoire,2013.0,1962.0707667,117724246.002,259537535.87624362,22239245.0,22469268.0
Cuba,2013.0,12.415,744900.0,1642223.391016065,11315351.0,11321580.0
Democratic Republic of Congo,2013.0,140.1253333,8407519.998,18535408.781247064,72174386.0,73460021.0
Dominican Republic,2013.0,64.7233119,3883398.714,8561428.654547598,10094198.0,10157051.0
Ecuador,2013.0,1262.12591,75727554.6,166950679.96854103,15605488.0,15722990.0
El Salvador,2013.0,1102.743425,66164605.499999985,145867986.0510809,6173480.0,6185642.0
Equatorial Guinea,2013.0,0.0,0.0,0.0,1218502.0,1243941.0
Ethiopia,2013.0,2870.0752483,172204514.898,379645969.12883615,95772383.0,97084366.0
Gabon,2013.0,0.0,0.0,0.0,1869349.0,1902226.0
Ghana,2013.0,22.6105125,1356630.7499999998,2990858.8409473314,27190326.0,27525597.0
Guatemala,2013.0,3575.0113969,214500683.814,472893059.93863857,15276648.0,15422662.0
Guinea,2013.0,134.2771324,8056627.944,17761824.221171256,10919495.0,11055430.0
Guyana,2013.0,1.1103907,66623.442,146879.5473787114,745639.0,747420.0
Haiti,2013.0,8.2794708,496768.2480000001,1095186.5173575913,10185362.0,10261206.0
Honduras,2013.0,4185.1189243,251107135.458,553596471.338659,8876889.0,8960657.0
India,2013.0,5032.6385291,301958311.746,665704124.9308661,1282873899.0,1291132063.0
Indonesia,2013.0,9254.8073308,555288439.848,1224201456.140694,251779816.0,253275918.0
Jamaica,2013.0,15.053724,903223.4400000001,1991266.8284091763,2766824.0,2773129.0
Kenya,2013.0,814.5422481,48872534.88600001,107745495.99682893,44267001.0,44792368.0
Lao People's Democratic Republic,2013.0,399.6511097,23979066.582000002,52864792.63752456,6554964.0,6600742.0
